8181 26518
524 6771 972
4635 8097 -758
1724 5776 486
1043 4121 610
7785 8034 604
5027 367 885
1952 3909 -1
3083 5817 204
5373 4380 -630
8065 5707 -757
3701 3756 -585
6603 5854 -196
3168 7852 509
5660 1285 -839
4191 4749 -929
2920 3140 339
5980 4277 722
6496 4790 777
7831 1933 -712
5676 8016 -482
4303 5647 581
1283 5480 -997
6433 4217 -683
1354 773 -992
4295 666 -975
7208 590 -493
3700 65 654
7966 5169 -513
7101 7831 -37
931 3335 -961
5917 7724 -28
3355 4775 92
8096 573 540
1703 7402 416
6318 3917 650
7794 5699 110
3834 3849 -18
7921 7023 -316
2634 2095 -635
6375 8100 218
5784 6873 -152
59 2895 467
7015 2183 654
7023 1389 -577
3400 7950 -74
4714 6311 851
4006 3613 750
2498 4875 -752
1508 6415 -8
256 4866 856
7465 7902 -321
2867 6633 990
4118 6193 -220
6695 1442 588
6768 1161 -944
7254 1900 -709
946 1680 -570
477 897 589
4781 7573 986
4051 4848 200
2558 5679 275
3307 3519 451
707 995 741
7908 1539 303
3690 5207 172
2571 8162 320
7664 1930 138
629 7645 176
154 5093 -299
1362 2521 709
3906 2258 -145
3633 4765 -953
34 6572 728
172 3873 -613
3547 6069 -169
2721 6485 -930
6453 150 -982
2858 6227 -421
7397 841 -449
198 629 -608
856 3822 830
8022 3798 -445
5978 4602 111
1806 5991 719
6727 593 713
1346 240 604
908 5297 -286
1424 2639 -967
2811 2147 -268
4733 2465 -443
1486 5582 -780
6934 7625 500
3618 7908 366
7243 835 -217
2569 1741 469
5308 2132 204
4538 210 804
3116 2159 110
7761 4562 -165
8010 3412 -327
4318 7062 19
2126 2503 995
3536 4484 292
2380 1180 -617
1377 6721 -352
1179 3900 -632
4856 5878 449
7095 7518 -619
1045 8098 -838
6726 2921 -792
696 7372 -822
2416 2904 326
2011 3083 81
618 6883 825
5168 1161 -718
2607 7221 -840
4153 3089 735
5948 6216 -315
502 64 737
5792 6692 368
7580 4726 537
5871 1198 893
277 2224 906
2172 221 291
5527 7273 -286
1890 399 692
3458 7818 -799
5308 6077 -953
4811 5641 -694
4682 1897 -790
570 3316 -294
3820 3942 542
740 6718 -873
7274 2387 -517
3642 2671 -621
5941 7437 58
1854 1433 -494
5830 4970 383
7344 541 835
3062 6583 -449
5035 7035 -5
7415 7641 642
7840 5561 797
5814 7190 -890
2612 5432 385
2544 7295 -391
2089 6061 944
2193 4852 162
6147 7370 905
5592 264 229
7634 176 -814
3232 4461 -430
4625 5601 348
676 7501 -550
6391 327 -827
8148 6367 224
8043 6397 137
3640 4545 -945
4035 41 476
1918 8002 40
6145 6930 334
3577 2543 -858
3631 7520 255
5220 7072 -566
5860 3677 -79
4923 1214 690
567 769 -399
8057 7598 691
4672 1974 -661
2060 3001 -499
6608 7684 -335
7265 1554 933
1811 4173 479
1367 4094 419
2510 8099 741
7035 6080 817
5326 5215 602
7288 2857 614
2729 4529 -918
3407 394 663
6586 4676 603
388 7240 -333
6177 5361 -739
4373 5697 68
6335 864 -852
8041 1167 29
4794 6273 -862
2851 3885 -421
3048 1659 431
399 4000 316
7713 3888 -235
6242 7846 -66
148 1454 -809
3223 3317 706
4526 2398 -915
5453 4804 570
5920 3213 -246
7530 4675 71
274 5877 332
699 5691 755
5948 4379 -454
2746 4427 947
2851 650 -319
6765 439 649
8170 3142 979
6135 6132 -416
7178 4115 -606
3158 4573 515
1721 2777 -262
4216 2657 -74
470 5653 620
2746 2606 457
2341 127 443
116 5212 548
7461 4860 178
2436 1435 -735
6205 4591 -894
1782 2266 -582
4676 2274 495
1784 4110 508
547 5195 -611
3907 1809 538
3272 6766 -283
2618 8008 -117
6224 7252 -811
3386 6337 750
4700 5038 -770
6331 7439 -543
7496 35 -232
5244 7883 350
7349 3321 342
7994 4566 -587
5419 2143 143
855 2353 -58
7099 4955 -326
1740 6819 316
4072 7229 665
5866 3163 -170
6751 1064 999
5067 5388 -524
1492 3407 -867
2296 5894 -690
2749 5145 -78
6698 6942 -846
2630 6427 -500
5045 6533 -2
3791 4451 62
3866 7327 -271
3410 6484 -66
1323 5036 177
6756 4990 -381
6394 1219 -635
4851 4133 -635
2393 5804 339
5591 3943 772
7900 2142 -549
4490 2365 -944
7057 3132 759
2201 686 -813
929 1089 -443
4223 1644 -231
749 8028 -796
2957 7017 -479
7704 4745 689
1537 6907 473
2784 7285 -104
6607 6312 -727
6429 4534 318
4678 1674 510
7885 4417 596
6071 3028 -721
2871 5174 -474
6718 3471 -479
7670 1244 232
4912 941 -333
7254 834 587
1058 8133 -599
8133 1054 -78
4456 397 -349
4980 4804 820
7163 1863 -745
7406 8151 -401
1105 2343 -833
5501 2500 -413
164 7970 998
7075 6 -341
6162 3596 -756
2862 7817 218
5610 1751 -793
2337 897 -337
1461 8146 509
1409 3509 970
8065 3864 -868
6181 6845 556
6511 2597 -560
5683 1310 171
3113 7485 13
7594 63 -179
5545 7456 155
4763 6807 909
6261 4060 -615
7396 7096 61
1774 6223 279
2007 2142 -319
5122 6420 -700
762 4242 -125
1994 6207 299
4378 7241 710
7324 3006 10
7242 5430 391
3861 2047 681
5063 5471 -723
3752 1338 324
6429 69 850
6828 4521 -341
2805 3682 -159
5658 7890 501
3837 2464 196
4465 898 -862
1692 2523 -700
2032 4099 -307
4970 454 -155
977 1141 844
7371 692 -46
3650 8138 928
3076 3921 -532
5667 8061 -76
2222 4130 227
1148 355 -963
6486 6853 -307
6714 1364 -320
527 2891 411
723 818 -219
7281 2479 -554
1417 3309 -777
6308 383 -119
2101 5208 -788
1983 6946 -641
7234 237 899
1537 997 -245
2138 1410 -34
6863 7794 -171
7107 2437 891
5058 4886 -226
2714 6278 331
3174 5426 933
3129 7704 292
6245 6589 869
6137 5712 100
3388 2608 -266
2486 6752 437
2255 5511 720
2240 2858 -196
5415 3220 -227
1406 6073 617
5654 43 356
3963 7276 22
3206 4514 414
6843 5423 47
4960 297 -319
501 5325 915
2125 3349 -264
6385 2501 -565
2320 2568 -158
7516 4973 -924
3958 5249 -456
3873 3182 558
972 5897 -526
4641 2586 964
2971 5871 -875
6981 2164 -740
1794 7532 -752
3352 3968 461
4635 7888 -330
3694 1401 576
8181 4411 35
5990 466 -739
6584 216 -248
7409 2266 -147
8029 3612 389
3175 7883 -407
6900 7370 -500
3430 3212 410
5793 6807 -17
2590 3395 -269
6844 6012 629
7362 1117 -769
3980 5087 557
2216 3577 774
2842 784 742
3935 3832 46
3535 5347 -588
2530 5112 -922
2624 3093 850
7483 1679 -320
3347 4339 169
585 5669 158
1638 2775 619
1819 6564 -770
955 1239 -163
6166 987 -802
8155 2170 834
6304 7430 749
1473 801 734
789 4262 -205
777 1342 743
7922 6882 277
1556 4299 -501
19 7192 121
7994 358 112
6584 3153 -567
7647 5805 -464
6721 575 -314
6773 3620 979
5243 2399 -770
4882 4532 -95
338 4468 845
1619 3218 -324
6119 1034 -297
5872 5040 12
1611 5764 -112
5566 5036 -509
7780 1910 -251
6681 286 342
2658 2441 -217
116 5990 852
486 1440 963
7209 3791 73
2593 1747 -615
5802 1248 244
497 2200 -403
990 3748 -557
5006 3246 -864
5596 678 25
3979 4948 -614
4100 387 -178
6611 8046 -790
4214 3071 -76
1195 943 570
239 6641 -538
708 3989 681
1170 880 -275
2391 5167 -604
3059 471 -821
3179 5292 -830
3126 2686 -522
5028 1794 -311
5763 7383 118
1643 5162 947
1143 8059 971
4264 324 -952
400 7494 -113
3276 6326 -834
2573 2202 -607
4393 3895 -23
2834 2616 -694
4207 1321 -172
1077 861 -197
1133 6126 -269
248 2670 -563
4716 6476 -8
1875 3959 148
1440 6603 866
4119 415 459
308 3838 317
6984 1220 -640
111 1519 107
1603 6438 -569
5349 6378 -89
1431 7844 808
2237 4359 720
3694 8019 -1
6183 6967 213
3090 6271 970
2020 3314 -824
3315 6125 539
3870 4614 77
6038 3177 -287
7229 7510 654
5786 7118 -502
3418 5783 258
2051 4055 -603
8130 2661 221
3058 363 753
2705 3412 -494
2374 4247 -243
5641 4094 -50
7669 5374 735
1597 4019 -212
7565 5623 731
5194 5912 556
2531 4369 -848
7108 8167 400
7060 214 -732
5318 1528 -83
276 4743 345
7296 5464 549
4492 8080 172
1516 4607 -866
4579 5199 -933
5500 5244 986
4762 372 -309
2029 276 -190
6667 4043 216
5178 3856 802
3717 7399 -863
2449 2070 -652
1530 4910 -426
7128 7155 282
1997 5704 -99
4592 7915 735
5319 2702 47
2103 5141 -458
5931 6668 -241
5550 209 20
2038 3553 737
6887 5702 175
6022 5912 226
1045 6687 493
276 6762 355
7786 4744 882
1079 1687 -51
2597 6731 229
2782 3743 761
4070 3481 -191
3785 3053 -126
291 2277 23
7438 6415 -763
3687 5188 568
4203 4154 -215
3866 5914 -565
4701 893 -714
469 260 375
6625 5960 -424
3580 2809 -859
5726 4132 487
1154 7311 -679
1440 79 -251
7852 1074 -909
3534 8179 -117
267 54 568
1092 6598 597
5875 3231 494
1433 5760 -248
4843 5514 -94
930 3301 479
7121 1700 821
5343 1108 717
2565 6152 -805
3772 1204 -245
799 7311 224
2638 4450 705
2508 4836 -760
5815 779 -813
2896 2522 -216
5366 2016 904
6667 6115 186
6989 960 -216
1632 4515 -904
7513 4040 -93
3121 4897 -743
242 4813 -383
6514 3918 485
727 7967 456
2001 4999 -836
2673 6672 -225
983 4961 -477
4614 4761 -84
4781 3110 940
5863 186 -321
2953 7434 72
255 3948 383
8007 6113 97
3504 5958 437
5901 953 -664
6037 1110 -167
7384 1070 797
2058 1121 -623
3922 237 -774
1411 6989 661
2221 5048 506
634 70 -707
3760 3891 -812
3137 1834 822
7089 96 579
2310 6640 465
2188 173 1
923 133 482
2468 2328 586
7772 938 -854
4463 2512 -926
5060 5382 181
3055 5291 -664
7706 6949 -496
7086 2118 -855
7097 666 -935
178 5674 -114
4901 6223 -132
3763 7062 116
2871 703 -106
2967 4314 323
3338 1317 -421
2086 1839 768
765 5825 -272
2640 3932 211
1005 6699 653
233 77 577
633 7685 502
2714 1115 -316
7491 6322 351
570 4741 918
4498 3887 463
5571 2712 -66
244 7424 -399
2365 1927 -556
4656 6437 755
7754 1043 -510
4668 845 381
7205 1231 705
5678 998 323
47 2952 543
8073 3789 510
2273 3047 612
5741 4164 622
790 5488 -992
5322 7850 343
3483 1398 -229
3081 5336 -903
2458 2039 479
2189 7726 608
3855 1493 -696
5933 4251 637
6947 4989 -495
1962 2880 -854
4736 3318 75
3991 1427 865
6552 7491 -856
1333 7358 709
1991 286 -964
2905 4095 184
6925 2108 -808
7654 2298 -608
3117 4901 43
3309 2289 -431
917 5371 -46
5899 2258 908
7603 5876 516
317 3687 -847
3502 350 178
1266 1345 -802
2186 6103 287
2668 4702 856
7817 2772 502
1445 1837 -984
255 2869 205
319 5842 -64
4890 3083 -488
946 7803 273
5888 2481 -638
5076 2074 -26
4661 5573 -453
1780 1769 951
2363 1220 -20
2187 3952 -556
1026 6577 390
2258 1804 613
3349 173 -368
888 217 763
37 6669 -748
2614 4111 118
417 5225 310
6772 1124 357
4223 6616 -294
2647 7155 -240
3126 3900 -549
5418 6996 51
5731 6405 420
6236 3901 122
2717 8006 -464
3240 2498 -610
705 5450 550
4035 533 62
1613 5747 117
6370 7353 -125
1701 4336 720
2662 5860 688
920 324 -25
74 5533 -323
3453 4625 -997
7912 2356 759
637 6041 -469
5926 1262 247
4823 3195 514
1934 5550 997
5994 4816 -832
3976 7672 -781
2995 4908 -919
6791 6158 -75
6848 3402 63
52 6834 -145
3222 2177 529
5447 7475 -705
5868 2135 733
7196 85 -170
2026 504 -783
3366 5117 -729
6923 4338 958
3165 6621 275
297 1727 -46
5369 308 -180
1519 6342 730
4768 1208 -503
2702 3705 487
5143 3017 -191
5649 1012 610
4440 7337 43
6478 7426 677
2411 6257 245
2731 366 184
6116 2400 -302
1752 3248 73
7337 1329 216
7576 2100 788
8045 5730 -702
2031 2670 258
3164 896 398
3194 6256 211
4890 5862 -259
913 826 -29
1894 914 586
1189 5313 -933
5982 2458 -94
6392 2103 43
2382 6612 990
1987 890 -272
2305 7464 -688
5288 2080 919
4643 3001 -395
1622 1456 151
3913 5070 275
1686 4122 -492
6617 6951 476
1231 2327 638
5696 2563 844
2236 7182 721
3385 1261 -294
4852 5265 445
4772 2931 -32
2405 565 -303
2286 1781 643
5513 4408 132
6636 2133 872
1170 6672 -802
3028 1466 -949
2941 1694 -493
1311 1585 302
3979 2678 796
1703 6185 -928
6397 3846 400
6706 6880 -878
7875 2009 769
7511 2457 711
5308 1460 297
6525 2651 477
7553 3445 -104
241 5399 -87
561 423 -178
5483 3964 565
7003 7566 560
7592 643 393
2449 5005 -613
4474 7645 -840
6244 7714 -817
3184 7183 -121
2203 7167 -694
2900 1391 -676
5688 1003 -93
6120 7496 599
1510 1158 100
4648 5892 -192
258 485 570
4089 4172 489
1031 6422 -279
3835 630 161
3954 5384 625
4399 7237 -74
2364 4080 -739
49 7057 494
5220 5895 502
5982 417 329
7147 3560 515
7608 7131 132
4348 5940 -997
5729 3035 526
7870 7927 571
3243 2657 51
5032 1798 -523
120 1860 422
7118 6731 432
1770 4 -361
4836 2225 89
1250 625 441
4413 3526 -46
3438 5944 759
3411 3442 -26
5179 4746 435
3830 6074 455
400 4295 -738
6645 4427 -584
1027 1361 350
6810 4633 -666
1549 2023 280
3114 6891 -678
6028 5469 -880
7452 759 761
1333 7280 699
5313 4067 -637
5366 5886 889
7302 5103 -875
882 1350 -918
3616 813 -465
423 5173 509
2747 2137 -995
4576 4743 189
8051 2746 368
1813 817 -734
223 4547 -71
786 1549 -124
4143 7864 -431
8069 1447 927
2330 254 -880
3875 394 800
228 232 598
918 1431 -139
1044 2430 -389
3046 7055 909
2562 6951 118
5454 5674 -451
3373 3830 631
4309 1156 -666
5854 686 315
5148 278 -274
6608 4447 437
400 192 -35
2966 939 -991
6367 5785 -533
7294 5813 789
190 5797 157
3593 1106 839
4024 2731 752
2282 710 866
1510 1311 -618
878 366 -757
5538 5946 -156
7542 6764 -448
414 2767 83
5765 162 533
8059 7897 670
6323 2042 434
1373 2360 347
2577 890 41
7184 2571 910
824 1982 638
6811 208 -194
6109 2829 60
8106 4028 -355
874 4287 793
7865 4923 965
6214 5857 -45
7989 726 -439
3308 5694 -516
6479 7832 -194
1401 3670 -438
2577 3276 -52
3011 5586 787
3630 869 354
3433 3818 -271
4885 955 -133
7878 47 -992
3887 7931 959
1282 3350 -569
6512 455 -22
4219 3989 -555
4460 7904 -664
4682 2696 -457
739 470 -65
2968 897 -660
1998 6887 -889
1006 126 315
6573 71 682
2122 304 -161
3730 685 -997
3032 4767 -503
8158 4691 188
3486 5756 -875
5509 6165 302
6323 1965 -663
4206 7975 -179
8082 7580 -505
5686 6539 498
2674 3437 709
1471 7178 -976
6058 182 451
1395 3438 -355
7469 6564 -700
199 7092 125
1048 992 -157
2250 1093 755
5463 5381 581
5297 6348 332
6268 7891 -461
5971 4177 -360
5973 7787 -936
5280 82 -732
3235 2643 -989
6560 3648 -320
5618 4195 253
4375 1066 -561
7484 120 -781
5531 7696 -700
7699 2779 -799
2152 419 -144
7501 6288 -105
3537 958 104
306 2101 -951
6520 6166 -924
7557 3291 272
5398 8161 888
4335 7383 -591
3692 2910 -648
8149 5188 816
648 3434 590
349 4626 569
1590 6973 -649
7789 958 639
1244 2508 521
4505 6836 -417
3422 4698 -151
4942 7616 -686
2955 6166 -713
2582 4753 -884
3427 5934 -400
613 5586 -696
4648 4960 92
4728 4178 592
3218 3986 -558
4156 7922 355
6577 4442 867
2568 6621 -286
3140 6734 -558
336 138 -152
6677 215 264
2102 6762 -694
3772 772 241
6571 7987 91
451 3735 -603
3244 7850 674
5512 5950 -701
7578 2545 -743
4085 2613 993
3879 2584 -893
5166 7334 -352
1546 4644 366
7732 4442 -887
2499 6316 -148
6101 7723 158
4480 5464 985
1783 3925 -230
6267 2399 418
907 2159 -997
7050 5650 699
5365 6893 -681
7055 4499 68
6746 1754 -586
3754 6187 -391
844 4741 -437
6111 3354 -276
6483 6548 -348
5569 4312 -317
1065 7436 1000
3043 3929 -43
6471 2173 712
1514 4822 459
1805 1998 -702
3834 16 923
5635 225 -809
4925 7250 -255
238 4014 -398
485 2914 -405
5206 338 -461
7302 8177 516
2042 2012 -438
5025 5390 -501
3285 937 587
6870 4192 73
2291 3866 608
5100 1022 -297
7736 593 153
475 644 -382
3626 1548 -173
7225 5295 -13
1870 1364 -966
1445 3015 -270
1524 4541 602
8101 219 82
6557 5514 353
7694 2908 32
7627 904 -950
4746 6445 -243
1583 52 -738
4164 5982 733
7992 6852 687
4434 4944 -393
3793 4083 975
3657 436 -3
5574 3772 304
3504 5537 -138
8143 2597 -733
3251 2536 -478
7686 2820 416
8024 6714 63
200 3383 344
5154 1473 774
1729 2906 669
4047 3279 -878
3988 7036 791
3241 4787 936
4310 4547 622
1228 5254 768
1754 1726 -140
5534 6315 -535
6441 1196 -522
4444 5804 -375
6023 1603 153
6712 3357 431
5388 4569 -164
6541 4107 -818
2955 3584 -688
6863 8089 -941
5434 6953 650
3643 7739 -296
7040 5314 -258
6152 1627 534
7476 7155 -955
895 7492 603
1560 3839 103
456 1820 -781
4110 3561 846
4417 6691 902
525 1446 823
6711 732 -470
1403 1785 980
2022 803 15
6059 3740 778
2886 3903 417
4068 5496 -616
1224 3971 216
7814 4567 -655
6571 755 -707
634 4086 77
6843 6630 286
5797 106 -293
6027 798 878
3495 5079 -258
7028 2267 955
6352 3104 367
7667 110 826
2190 2295 57
4488 7261 360
1445 7579 482
7324 1024 -309
6943 3975 -702
3027 7787 136
4160 1656 -910
3243 6223 -64
5601 4371 -115
3245 2343 -141
3007 2529 947
3524 2839 -203
7273 5865 595
3706 4074 810
2037 5516 989
6140 610 947
7926 1561 -623
4793 1255 -274
1634 3628 686
8093 7272 -544
920 3665 357
3049 6544 -658
332 2082 -566
3229 6260 -940
4166 6709 -361
4057 673 -390
2423 3045 -851
1469 6426 498
3982 6970 -862
3782 7158 -600
5508 2136 -123
2428 7665 413
2827 97 -881
2449 1794 -279
1350 1847 -636
2690 2025 825
477 5278 -570
8134 7424 -265
3789 5889 69
3890 5732 -917
5516 5654 -281
2948 2505 -967
1755 4259 -346
5771 3655 448
216 4740 259
44 3851 147
1500 1202 545
3251 6023 -131
5651 3992 425
65 7704 -411
4449 5951 96
5738 1447 378
7826 2365 -243
3551 5215 -3
4943 3829 758
5685 6696 158
5899 3063 289
5090 5210 158
1804 5275 -483
7291 5125 581
4034 3689 -115
5936 4785 -329
764 7248 -1
1641 2076 -430
2728 7235 577
181 4517 249
3322 4341 -332
3139 2234 -474
3007 2442 -939
6470 476 -280
1585 2225 -19
7481 7026 -276
2863 7741 662
6552 7339 -340
897 5587 -473
2303 4560 -898
1792 4765 291
1922 6209 113
4860 1688 141
6039 1136 -809
562 1706 -541
3575 8039 19
6536 7828 -885
7150 7932 -585
2176 6303 279
6134 1845 518
1284 7368 -428
1828 7343 765
6526 6437 -230
2728 1843 -118
2727 6869 -82
1138 5335 -805
228 6648 -515
4072 8 450
5069 5271 -277
6022 6307 361
4894 3167 414
6348 5810 -399
6988 7571 367
6499 3002 565
141 7613 677
6277 6969 142
3468 5999 -947
762 1097 483
6699 197 896
99 177 401
7980 1932 608
2480 5185 -322
2762 5873 -718
2809 2647 -334
2692 6218 130
7628 579 -788
3108 7114 468
7614 2655 -602
7033 4260 190
6804 5196 -948
6900 7610 -924
3209 2498 -914
4522 3136 -624
778 6923 -341
5088 5696 301
7416 7528 -972
1050 3142 -423
818 4196 -243
6056 5126 -625
589 2583 107
4434 2949 567
79 1698 201
3604 1403 668
8013 7687 176
7172 8150 155
5607 5991 520
5687 1056 -30
847 2080 683
982 1237 -619
7574 1137 120
5119 1502 596
6084 82 -311
4705 7312 939
601 403 -524
1470 3660 -36
5081 6285 891
3191 2371 928
4551 195 633
8108 3989 -289
3126 8125 -17
6266 5134 215
4658 5517 -779
6446 2427 -140
5336 2733 182
7882 1223 -888
1060 3316 827
1426 4076 191
7979 2432 -308
6587 5831 336
5865 6918 -746
6408 6280 386
3339 84 -480
2169 3116 -253
3720 4488 702
935 2989 335
66 4446 -159
2572 2632 -309
3857 6984 -527
6450 7763 694
5566 1964 793
6409 6896 -807
7215 4964 594
1206 4581 498
6393 5500 -108
6354 5469 707
5908 1468 -232
1179 4973 990
5105 1425 -995
6598 4100 788
4848 6152 808
2404 1706 -984
1563 6654 906
3271 5811 -702
3953 5299 -160
6538 5070 -525
6040 2992 79
360 6949 3
3147 1791 -640
1069 1865 -692
1483 6613 483
2930 6662 -447
683 8029 -914
1068 2085 124
5951 7657 987
1882 5460 -258
3907 2102 374
2760 3091 334
6604 817 -809
4384 6074 312
2521 4168 -832
1146 2400 504
7926 4534 -708
8090 5925 545
5846 4310 693
607 7807 -223
5927 897 59
7281 3461 536
412 6508 752
7732 872 -76
3262 7609 643
6589 3235 -96
4698 1141 -399
2222 2655 -300
4063 4071 106
533 7279 -336
2222 4728 723
3421 6195 267
8014 6157 775
5475 60 908
5985 6026 -936
5755 4587 -697
5250 5801 -965
5633 931 -309
5858 7092 -638
7467 4354 186
5524 5352 -680
2096 2272 -938
5881 1329 -969
2429 8044 344
2956 1239 221
714 594 -567
607 534 -838
3846 1242 -647
1427 5968 557
1602 675 -654
1213 6611 343
429 2973 80
2565 1112 -310
7422 857 984
7114 6980 -44
3982 393 811
4653 438 -746
6780 6881 -903
5495 6902 -827
3933 4167 -196
3903 6898 177
6132 1707 -284
446 1997 447
4542 7728 -971
2561 1185 -894
3426 3649 812
375 3500 720
3374 4551 515
4573 2508 151
6760 4877 -915
6832 7358 -664
5605 1631 821
5583 2987 877
5760 2941 -911
7259 4741 -361
4953 6154 -791
763 2842 746
6195 7772 987
4375 648 -992
2860 2517 567
5312 4277 779
1132 5395 197
5742 3722 -864
6375 6369 -156
1556 3373 -571
3961 4251 887
4275 7606 -927
5889 6127 191
2423 6407 154
4292 4078 95
292 4009 880
2661 766 510
3874 529 467
26 1828 282
101 4331 21
3410 1164 877
7099 6638 7
6039 4167 66
3284 7555 641
1046 3449 -221
5104 1680 687
2078 163 500
5591 3524 934
6646 1809 681
5946 5619 653
7657 2793 707
7816 4184 -426
5136 5653 645
864 7846 474
2805 3648 775
49 1966 -197
2963 6335 -672
6275 3897 -998
1848 981 694
4664 1980 -766
7477 6246 199
7205 7528 906
6973 2287 668
1224 7163 240
4267 6730 873
7127 6836 598
7879 714 -337
457 1641 591
6774 6367 -494
8096 2337 408
7425 4974 -568
4351 3103 467
4735 4538 -213
7471 2120 108
3362 5809 917
6688 4736 970
7150 5349 -204
3681 3270 355
913 5755 303
3473 853 850
7462 8118 -945
4077 6681 -578
8086 4373 172
2961 2369 -726
3524 1640 464
1102 4756 -483
7249 3467 235
3590 4484 541
6825 2699 -619
3861 6952 535
1446 407 786
7310 130 791
1601 46 987
7246 4771 187
7349 7438 136
3156 2271 -947
2941 2371 558
760 3940 -422
6838 4640 -868
2605 2199 -938
7213 6695 447
591 1454 793
1897 3758 733
2445 4659 45
3834 3638 -180
4777 4489 -511
4316 1833 231
5798 5867 -342
5206 559 876
6400 4294 -490
118 7029 -87
2421 1503 -711
3685 965 713
569 4582 57
5686 5895 405
5386 608 523
741 582 220
5003 1704 74
6291 7376 -222
6520 3227 553
7410 3036 -896
1136 3983 -21
6286 2996 -930
5612 7077 -575
432 5701 105
7754 4060 -57
4425 4622 -823
4868 6541 706
2850 6792 -492
5999 6214 134
1958 4047 -424
6950 8157 -75
6668 5478 129
4993 8029 83
2984 3541 722
3806 4255 -514
1681 44 671
6545 1554 272
1093 900 -17
682 478 17
707 5175 488
1460 3714 715
815 5725 93
664 5647 133
7006 5823 278
3979 6204 730
3064 57 -340
5831 2214 -7
111 1770 266
4690 7626 321
8134 350 -452
2294 690 89
3052 7774 669
159 7122 295
4087 4996 834
7031 1817 333
5392 1263 474
7321 519 -676
7638 6597 -11
4781 2257 237
4134 964 50
28 1259 -256
4813 4709 -871
3404 3235 853
5001 3651 -844
3449 6607 220
604 5092 -204
412 4467 -968
3735 4902 -863
2297 1692 732
7079 6080 386
2468 2952 440
1100 1090 710
6122 5334 333
3052 6669 -166
3758 4205 780
1758 1392 -23
7307 3903 -909
3856 4031 -152
5509 6218 89
1917 4464 -879
7633 830 400
2827 4584 -334
3483 4659 678
5220 2832 807
2384 6463 -76
7753 5242 -618
1343 2560 120
3713 1593 552
3441 1035 820
807 1278 -400
1488 6411 -5
4991 4591 -594
659 2352 -554
2118 651 -915
5956 3394 512
4251 3439 -799
2715 4225 -779
4949 896 774
7497 2781 17
7009 1606 -105
3085 1823 -115
32 6690 295
4746 6128 985
2259 5116 -899
4665 2171 -649
5107 1494 619
2744 7522 -747
4878 4605 -747
6462 1004 117
3738 6174 520
441 1578 787
2954 5274 11
6108 4773 636
805 424 -210
5933 3799 -348
3562 3463 746
4458 230 -914
3070 4748 -102
6569 5651 42
4661 987 733
8022 6188 -757
1267 551 132
7002 2395 548
1650 6999 168
1599 5163 327
1649 4581 -116
5854 3082 367
6884 6212 367
5656 3757 -560
7220 6018 580
3109 1213 -748
6662 7711 -474
2315 59 204
5496 3845 639
4188 6966 683
4129 4184 -338
4326 1419 -413
272 2146 -714
1631 5586 -229
8016 6190 -276
61 6189 -585
5154 3641 -577
3056 1892 -66
3570 1133 459
4739 185 791
2886 984 379
6149 7523 -497
5806 7301 423
3751 7107 -896
3709 6295 -641
2410 2202 -12
3998 7839 -841
698 7888 -772
7618 1606 -158
3504 5609 -980
3165 7926 -237
7287 6203 197
4812 271 -500
6526 3151 66
3426 474 -741
7141 440 -797
3891 761 -973
7116 754 845
6922 691 968
3862 4131 -775
7447 7253 -806
2665 7697 474
2773 6512 100
8142 7881 -310
4000 4409 -720
655 6534 -157
2532 5996 -700
7362 1973 593
528 7047 -636
4647 2742 -452
5021 6422 -132
3285 5558 592
4416 3275 -966
2278 5340 849
2535 7844 -536
6195 7776 -613
6977 1483 963
1913 1939 -653
62 2702 808
6455 7053 -95
3388 2920 -427
8104 2946 159
6280 1250 109
4720 2478 -204
3471 1569 123
1624 5533 933
6533 921 -873
5031 2143 329
6926 147 -853
5287 7917 -777
1914 6661 -514
4841 5290 -853
497 5742 684
4231 2938 -595
2416 5695 767
3657 3754 552
1634 6734 -589
4430 4155 137
1496 584 760
6229 6188 -625
706 968 -828
561 701 566
1470 3730 -620
2441 7128 648
5388 5285 321
2073 7170 -916
7627 551 -760
1571 5820 -500
4760 2725 586
2374 543 232
3762 5223 -32
1216 3398 -80
2027 3876 34
397 8126 908
7199 7173 -674
121 4107 -780
35 5302 -403
6182 4103 130
3976 3937 344
1302 2299 -75
7921 1255 296
281 2342 -658
764 6135 -523
1114 3552 209
3593 633 -196
3097 543 467
733 3237 77
1603 1624 -518
7935 5297 -154
7252 2056 781
7282 2705 -749
6102 309 -543
6775 140 -421
4571 6947 934
5495 5791 -225
4386 4669 55
3670 3107 -293
7504 6593 -770
2197 7401 -336
4360 2264 908
1141 87 -320
3415 7141 662
1140 5606 215
4370 5772 -829
3975 5472 -228
2368 7888 -209
6334 1753 -632
1294 1118 -175
7807 3741 427
5375 2266 -175
5557 6831 -349
127 2161 -819
6082 3699 736
2787 7540 -498
4523 7409 -301
4992 5444 884
7568 2900 -944
4850 7070 32
5940 292 369
7966 6803 700
7342 2887 910
8124 2346 -139
6276 766 682
2705 4484 486
6558 4615 -837
2541 1438 386
2416 2542 -305
2290 638 821
2710 5672 -548
441 5035 -295
6268 4587 816
6480 1414 -451
7231 7183 311
6239 2995 -544
6433 1472 -288
955 6869 664
1168 3947 130
1315 309 758
4912 3541 -382
5008 2926 -884
4695 6271 477
4571 5995 283
58 3108 880
557 3091 -349
4048 7323 281
5904 3369 546
3435 7204 146
