861 2950
280 525 603
705 62 525
839 51 359
70 281 538
614 5 184
651 621 862
497 646 414
391 689 808
831 306 142
831 250 369
303 723 355
517 11 864
347 433 389
407 506 479
824 136 711
562 837 699
829 142 216
175 28 798
392 587 484
379 150 386
772 717 212
83 857 456
740 751 427
687 832 223
157 425 587
214 244 312
109 575 259
439 753 916
538 665 885
730 403 205
433 33 839
532 409 841
9 569 424
366 201 251
414 280 353
833 465 810
498 107 79
307 473 165
488 358 340
369 737 543
441 652 343
422 211 920
143 48 275
82 124 148
163 11 90
450 540 395
676 400 818
732 64 367
802 229 56
365 745 188
575 830 758
793 98 793
87 293 1000
93 532 668
597 755 547
76 816 980
165 205 879
610 512 13
566 186 234
188 432 166
398 100 465
593 504 475
187 438 46
511 270 676
537 30 201
617 200 608
222 829 454
59 317 894
67 721 411
694 131 883
437 743 22
460 351 734
527 581 117
770 762 114
49 518 947
20 766 480
583 411 923
379 249 346
681 66 202
808 825 606
178 482 863
224 154 653
391 520 967
298 705 302
226 415 470
652 845 932
311 226 556
18 406 179
666 87 426
315 791 24
713 156 667
369 226 696
581 472 192
142 692 464
626 522 506
98 749 168
438 494 731
205 479 368
838 176 655
8 286 496
224 566 612
354 165 77
355 16 908
651 764 396
843 617 564
605 546 386
614 344 228
120 185 324
51 40 546
480 704 390
824 465 584
672 573 868
208 698 607
113 779 190
663 624 116
858 617 739
581 78 120
624 841 623
688 721 578
586 115 651
123 272 958
525 510 564
436 700 636
187 637 973
204 241 175
670 635 690
533 735 553
744 335 417
662 565 488
823 157 331
190 582 8
131 570 888
10 11 252
444 368 788
219 560 598
362 364 74
25 843 870
259 638 278
278 572 410
541 12 740
58 378 560
254 19 154
494 377 286
378 80 494
324 672 801
434 798 470
417 505 895
635 663 865
517 191 692
573 136 864
247 365 294
558 307 343
760 166 45
750 491 581
125 810 41
245 376 538
765 212 680
248 187 346
467 53 797
464 407 299
495 458 676
36 292 302
316 185 882
359 406 375
471 450 58
548 837 265
194 397 668
507 104 643
42 717 608
57 784 323
410 294 215
187 227 501
134 167 975
781 36 240
22 690 751
221 373 598
796 603 936
86 456 685
162 239 53
68 170 596
580 88 2
826 97 716
676 211 670
16 132 788
533 54 722
734 744 291
648 189 577
669 25 732
851 283 23
127 564 335
82 707 865
284 442 225
557 419 101
250 684 714
577 414 15
833 287 8
566 700 583
110 543 139
55 324 276
83 631 358
723 759 40
85 725 339
299 278 446
577 686 387
802 201 696
442 25 580
548 590 980
579 186 456
755 573 204
634 568 120
261 438 348
115 845 728
685 23 33
588 552 931
451 312 697
77 364 551
208 193 784
339 536 476
479 433 664
419 464 23
472 561 926
701 693 485
468 859 557
383 462 176
749 418 637
246 733 240
711 415 321
153 340 459
768 534 525
451 765 149
650 427 436
855 182 350
435 464 692
213 36 780
825 286 842
535 650 987
857 828 138
742 587 338
511 505 699
276 120 252
365 92 814
565 812 9
226 11 181
215 204 159
546 668 956
122 28 899
282 27 839
804 521 949
115 125 795
381 422 148
721 262 832
122 498 304
709 494 108
236 406 747
518 65 682
136 352 533
825 51 861
334 664 42
226 666 796
577 139 701
451 310 865
498 52 156
688 210 426
387 754 248
129 406 775
306 431 89
242 729 714
684 24 546
191 483 63
319 758 250
641 506 941
668 125 242
29 448 55
113 202 868
250 330 291
168 848 663
165 289 846
590 823 163
455 40 954
363 25 418
363 81 403
803 90 577
792 731 696
423 584 819
255 429 622
653 768 741
238 306 129
624 346 786
214 138 455
592 507 255
517 140 728
299 355 547
353 764 840
734 688 368
623 785 59
718 308 195
114 30 507
762 628 963
743 90 483
516 285 244
152 472 388
356 151 899
233 428 557
551 38 412
547 611 133
588 494 552
13 563 428
786 629 494
153 93 629
203 316 562
255 482 333
190 667 744
720 103 198
771 773 686
776 628 737
221 193 819
699 557 303
391 735 560
69 140 23
852 134 826
75 554 800
474 743 542
5 549 25
529 296 234
406 98 912
616 240 976
350 608 396
560 595 62
853 213 502
543 401 829
42 501 92
218 468 724
790 689 13
827 639 635
83 654 619
418 253 97
783 202 879
99 453 494
190 401 613
473 110 402
816 111 547
796 363 458
324 676 94
516 381 608
470 247 483
420 89 433
828 74 517
580 835 412
299 128 318
645 510 263
35 741 596
785 780 323
743 296 636
78 429 376
22 281 421
15 262 844
356 521 399
514 733 953
364 692 505
786 537 229
82 87 281
267 1 360
355 54 925
585 116 936
517 636 847
230 454 264
419 705 270
368 166 859
613 151 637
165 405 56
409 608 594
360 606 522
759 511 413
477 178 653
132 774 422
551 196 694
303 291 160
723 389 767
32 788 66
464 726 711
609 67 934
788 282 594
837 368 235
453 210 230
750 145 836
596 658 310
392 756 441
420 637 153
86 184 476
75 158 381
774 10 541
727 704 684
125 790 724
459 76 146
447 110 354
677 415 915
411 779 329
594 505 193
410 617 935
566 194 499
531 248 284
404 474 678
238 525 556
276 434 551
174 23 779
847 522 189
438 372 107
384 834 689
802 758 796
706 233 536
230 145 902
285 733 138
51 743 161
172 761 211
807 214 836
121 281 828
120 425 578
460 750 521
164 799 117
676 841 554
182 96 516
348 222 885
266 489 869
704 27 816
479 653 377
750 719 208
307 257 181
317 410 149
629 95 687
240 554 716
537 64 219
470 183 646
787 699 327
672 737 192
501 365 246
672 771 362
45 267 342
373 322 152
526 456 552
276 25 68
858 200 651
412 75 722
378 771 111
260 55 160
478 416 929
698 82 878
619 243 289
774 570 489
83 272 628
434 758 462
323 430 833
135 77 915
265 837 467
24 523 567
414 300 496
412 834 967
177 810 55
421 195 383
597 850 779
25 59 15
211 488 723
315 817 638
678 97 429
802 117 959
455 746 165
31 7 777
151 637 434
317 431 104
751 200 57
466 592 963
117 655 753
807 586 269
539 241 768
748 717 236
261 707 938
655 367 803
811 549 176
346 390 399
71 461 90
821 477 276
438 192 242
703 23 787
781 195 823
283 747 331
19 357 27
633 506 951
684 703 900
702 157 350
324 724 824
260 730 386
125 650 112
833 315 835
146 838 308
815 779 247
842 102 801
348 204 247
792 383 741
84 253 7
488 302 948
806 605 326
648 846 522
799 133 225
772 779 994
790 277 205
79 643 78
786 172 243
488 497 121
30 312 782
664 362 60
305 631 647
207 840 854
273 842 879
478 12 720
833 158 655
508 433 790
265 99 495
500 574 823
641 453 304
286 645 674
551 824 904
589 744 466
93 856 447
707 557 699
56 169 902
784 23 968
73 324 560
832 632 955
411 205 371
59 857 625
531 855 224
286 816 731
656 120 750
401 16 514
580 786 147
666 361 629
75 788 559
144 539 715
75 595 556
190 486 370
435 65 12
32 572 953
164 393 26
636 43 91
262 125 184
309 395 382
362 569 290
328 320 670
81 683 144
751 589 401
109 242 23
288 735 671
268 663 996
742 621 682
309 164 259
191 174 284
313 581 315
474 233 318
540 171 188
110 474 822
242 486 230
96 59 90
330 61 395
823 288 180
706 780 453
662 579 232
295 677 320
45 774 317
675 643 973
372 588 884
658 381 653
456 646 627
573 516 490
355 104 993
405 314 682
447 272 871
650 467 405
765 453 353
661 810 538
371 828 414
563 37 611
786 140 230
773 746 697
275 316 438
230 710 294
69 314 97
1 417 195
230 246 251
112 587 76
746 292 619
87 573 373
122 131 821
298 126 753
274 34 950
391 138 946
365 525 508
433 145 62
149 791 220
694 455 500
284 756 46
121 114 544
582 330 120
315 705 146
674 28 861
591 388 721
492 322 967
180 560 443
648 43 204
332 245 55
94 807 826
382 188 40
654 474 623
530 407 227
154 135 938
548 49 762
800 237 224
32 807 749
472 449 90
189 439 166
427 440 141
