19

997 858
633 659 -568
724 549 -998
704 604 -51
119 457 327
325 554 340
796 427 701
81 610 -689
569 512 -947
52 722 -535
570 156 -822
262 437 -504
800 669 622
571 346 108
393 84 -969
58 22 53
558 376 -687
475 160 684
672 641 897
505 494 -596
112 14 91
527 728 793
278 763 -902
430 62 -844
690 753 620
684 404 269
248 457 672
772 552 -499
426 267 -584
17 215 -428
456 632 -708
709 603 -158
504 661 -517
645 314 2
447 107 280
505 141 465
614 522 220
101 231 677
725 656 866
494 649 -223
239 319 64
577 156 230
212 724 913
796 127 -949
189 733 989
155 355 -968
389 703 -395
376 562 600
333 21 414
627 91 -699
246 519 255
576 546 593
286 741 569
333 745 997
18 297 11
732 309 -308
659 534 -282
82 313 -424
533 624 681
383 450 226
138 127 -475
145 437 -646
534 739 -998
700 551 768
500 471 -301
133 655 -177
789 153 498
336 534 203
693 618 807
775 636 89
480 638 -480
671 678 177
84 204 189
540 567 651
236 376 -954
234 732 539
745 54 885
513 766 -492
589 142 103
109 405 -217
63 18 -925
429 585 862
284 371 660
527 368 -491
244 684 65
420 404 38
530 196 141
346 172 -667
538 729 829
72 663 -900
292 49 -5
683 265 -501
206 375 -474
205 101 -907
1 696 238
299 94 533
446 10 721
375 335 -734
491 679 -234
377 271 -55
628 236 183
380 622 -76
372 555 532
416 650 908
36 648 873
62 234 -866
32 192 436
37 549 -741
507 2 -836
716 627 65
60 338 63
365 440 865
332 537 821
701 267 -580
327 425 -962
74 60 269
127 134 -44
789 230 -110
175 566 594
224 591 593
6 397 -699
332 273 458
147 419 -871
741 691 -728
610 619 -482
164 333 -346
759 598 527
18 72 -945
266 219 883
40 411 -57
539 485 -378
280 79 -949
217 770 -334
178 104 -484
386 486 -729
282 397 -995
98 375 790
400 40 -438
792 435 -50
99 89 90
450 290 -287
34 463 769
678 479 683
421 337 -253
211 408 -628
202 318 261
204 642 794
314 436 -817
482 587 -616
388 475 877
251 295 613
75 177 -616
492 214 964
170 757 -122
744 472 828
139 566 -676
744 586 -711
592 509 906
439 526 487
685 463 -922
241 215 321
178 433 399
422 275 -459
330 727 -862
491 680 522
301 581 -212
33 200 33
579 760 978
735 637 664
333 481 -80
88 6 472
81 482 -239
518 247 652
730 789 430
13 712 47
335 320 174
480 474 944
488 802 329
28 591 447
211 395 905
571 800 735
519 665 65
283 445 985
152 46 586
446 670 -689
442 487 154
740 254 283
506 310 -345
40 236 932
620 490 -399
785 687 72
477 3 -423
186 2 38
635 778 -975
231 305 310
212 106 239
744 754 322
561 615 996
638 113 514
407 288 859
466 515 -864
173 665 527
563 644 -263
533 752 -606
581 312 -765
435 469 81
665 41 -176
6 390 796
499 529 -38
700 405 -428
314 235 660
891 810
463 487 136
647 237 248
191 247 160
820 315 344
761 519 313
471 1 59
413 680 449
392 156 277
330 543 875
763 248 20
61 419 656
53 584 -530
85 612 597
378 519 174
777 557 398
144 810 891
788 209 236
416 282 194
143 648 259
176 332 -25
504 427 26
551 195 967
604 745 309
532 678 605
789 272 137
431 5 -951
78 488 -147
686 238 240
421 306 -223
480 54 -187
302 160 -388
665 667 -754
554 283 -448
389 468 449
633 262 862
732 136 -46
385 773 -14
365 132 -233
555 16 -564
691 491 443
825 386 -960
443 440 286
833 702 -505
30 105 -752
772 803 -684
97 4 830
817 328 -75
1 891 -222
478 856 933
496 826 86
470 322 41
568 843 783
266 805 -434
653 639 -602
627 216 -962
505 653 -816
303 854 -890
563 797 -584
755 760 450
286 188 227
578 541 -499
378 589 -772
828 188 -867
35 553 -32
421 123 819
397 148 -411
632 530 -17
398 686 -943
390 646 31
362 648 756
175 155 349
329 549 962
612 525 -839
431 828 708
826 322 265
816 550 347
438 197 -45
69 882 -336
199 565 588
729 640 384
255 194 -817
634 640 290
63 294 972
812 533 413
661 352 -233
420 705 -646
605 866 196
773 847 12
413 163 -391
551 355 -620
416 807 878
676 862 606
598 786 -103
829 87 -451
321 559 610
797 117 -512
883 294 -10
623 293 856
27 862 -344
69 783 -812
265 369 703
622 537 -590
427 826 221
269 323 -626
793 227 493
410 814 590
285 720 -239
800 770 167
559 508 701
542 580 934
705 608 -213
641 359 -490
203 822 787
406 523 344
750 650 61
350 751 -805
244 751 180
46 175 -192
660 678 912
53 502 -118
171 161 -724
640 682 552
259 814 862
334 877 82
269 38 -462
701 49 299
740 102 -393
646 94 -994
333 95 11
123 546 488
514 239 -342
67 179 -741
33 304 930
457 689 212
783 824 -267
472 46 -819
726 131 -268
202 768 902
455 634 187
736 809 788
813 618 -301
58 155 -897
532 841 -874
322 890 -709
867 273 308
143 419 19
114 822 -784
738 721 -773
377 839 698
826 701 364
799 733 -799
253 121 -718
742 200 -668
559 594 -5
494 338 286
876 74 -566
688 668 174
162 713 194
195 414 597
366 160 -461
282 496 -420
40 526 -323
710 481 873
185 169 -221
295 642 785
862 226 -430
731 332 976
193 187 306
500 163 -97
457 482 -178
349 23 -94
431 864 -523
800 244 -630
411 466 133
104 523 76
745 608 -385
140 173 596
327 188 722
86 273 -923
3 273 -221
214 177 -893
453 878 -814
22 507 241
111 180 -545
233 880 -97
833 726 -815
672 424 -250
228 292 67
356 167 -504
627 369 -336
697 549 18
467 873 400
328 525 957
735 855 601
303 429 -56
828 652 -789
464 423 -413
829 783 408
88 878 851
396 427 195
52 223 -743
97 321 -51
655 49 232
880 687 -705
239 471 -787
399 558 139
809 370 120
465 184 557
728 316 -273
91 481 109
418 34 -453
152 533 -24
628 686 -987
434 815 -337
857 757 547
273 77 337
885 519 -417
251 254 650
486 338 -620
761 471 -878
143 332 -528
737 735 -114
252 116 955
484 827 -766
807 425 -293
750 245 338
834 58 12
812 226 -799
436 153 829
431 320 -905
454 104 300
86 184 5
389 528 -275
793 172 -777
286 519 -109
593 13 331
6 388 -843
757 513 -63
467 106 152
378 559 769
442 563 675
2 394 -307
824 857 -128
228 431 -331
283 167 875
426 176 293
604 362 903
743 217 -525
195 189 -427
487 150 294
464 146 -173
614 335 378
621 235 837
750 133 -405
384 459 -122
344 358 940
197 681 -579
200 713 978
844 162 -398
333 795 645
414 110 353
31 425 -976
322 270 -67
666 200 455
6 250 495
331 707 359
742 208 -174
846 415 -598
60 433 263
813 233 318
850 704 -3
224 247 398
177 409 612
642 864 460
753 322 448
474 674 -994
41 529 984
782 442 980
54 681 275
208 413 -586
803 228 372
623 833 980
579 435 -355
873 588 738
834 327 59
408 266 776
701 35 -284
219 12 -977
87 705 -293
111 598 757
768 193 566
852 486 653
10 725 577
458 77 -315
295 441 -434
425 569 667
7 588 -842
869 204 -358
766 666 339
509 406 -461
428 229 -70
886 601 780
705 374 -471
527 338 573
623 437 -826
113 54 620
520 647 819
20 436 293
860 861 -988
760 86 382
415 813 628
549 572 -432
448 575 -985
657 648 -842
781 805 940
125 221 337
25 476 123
745 471 -94
77 566 149
587 154 -929
685 373 -594
638 66 155
43 839 -856
712 817 570
390 475 -655
785 223 -760
134 288 852
451 278 -707
783 140 -954
685 594 -723
773 887 -729
112 144 -383
22 508 -824
815 236 -4
131 328 449
505 332 -764
469 616 -684
823 311 849
134 563 -429
719 25 -837
602 643 -662
625 78 594
133 774 -792
50 115 -278
348 531 988
229 669 211
598 224 -201
564 611 -137
268 18 869
753 130 -274
706 243 -264
440 386 -774
90 66 -125
39 578 560
540 818 -104
44 476 99
448 763 -1000
663 802 702
232 393 193
531 587 462
743 605 -941
783 750 -848
672 123 804
73 481 -228
652 637 676
751 24 -402
2 157 91
799 282 299
712 48 83
581 431 -584
128 765 -789
28 453 899
786 740 288
474 459 892
766 791 -747
661 663 208
594 778 593
282 508 -391
706 205 864
231 380 965
158 11 818
482 783 961
334 505 738
42 174 81
577 776 99
345 502 -360
572 214 -760
112 584 -144
716 737 42
380 710 60
568 601 -266
835 575 -646
672 803 -668
259 815 -200
314 109 632
178 203 268
72 624 953
197 720 859
383 323 -418
38 220 -825
603 423 820
717 110 -187
333 330 -264
702 334 426
267 722 757
214 298 612
825 557 735
154 49 -402
728 522 38
333 597 -332
216 364 722
584 649 -705
462 356 507
740 181 -541
349 630 -542
47 465 -243
602 505 -522
200 814 -785
758 401 -365
492 73 -582
283 311 654
868 622 435
857 213 616
330 185 517
652 673 862
501 177 996
410 802 -293
199 564 -254
408 448 -286
245 402 639
44 191 -261
428 545 -916
333 768 -576
114 755 57
157 449 -916
480 353 -788
472 366 -572
8 112 561
268 259 -795
95 503 -558
670 789 -794
49 123 -685
884 244 524
773 326 298
417 860 824
361 121 342
311 358 444
57 729 -931
272 551 -994
678 249 268
366 670 -857
184 134 -202
274 349 452
754 257 -61
686 694 -761
346 325 923
568 215 -143
881 628 -362
647 670 793
775 800 750
151 420 959
348 375 -267
287 358 -786
566 866 319
20 623 492
495 666 -2
320 585 907
738 211 652
841 199 -122
565 524 -709
38 879 293
180 766 -689
205 841 -941
130 403 188
44 418 110
382 377 107
531 762 -100
274 140 -820
519 581 -458
526 260 244
572 577 339
548 104 13
262 644 392
160 571 603
233 251 -769
340 196 601
744 822 37
79 22 -625
166 773 -260
627 715 -196
520 296 -115
673 514 421
867 198 -718
679 101 716
778 888 -162
442 890 -687
368 255 -592
807 106 142
140 634 -488
119 39 -688
766 632 -658
642 281 419
253 774 -956
56 161 26
748 324 -248
72 511 696
621 615 -635
306 661 433
205 267 -497
745 205 311
677 715 -611
71 399 -145
613 70 124
848 379 664
35 277 668
400 299 255
15 668 29
613 685 -630
50 795 965
351 631 921
57 586 -543
83 325 -9
453 652 -207
228 886 -207
336 498 78
846 387 -834
486 191 -335
883 200 -92
416 44 -862
757 796 -384
591 617 -294
135 452 720
344 16 -269
880 658 175
762 705 -442
585 459 835
492 194 602
576 532 165
427 354 -71
865 535 609
68 856 -934
371 328 -418
452 424 22
267 59 293
176 698 175
649 837 -602
77 121 -47
423 563 70
54 187 105
650 627 -162
266 853 707
286 447 -550
21 780 270
788 275 429
638 44 495
246 50 990
852 134 -959
147 297 258
89 496 558
9 684 -236
274 868 -607
16 260 84
76 264 590
458 145 946
314 323 221
869 304 -207
86 422 218
477 700 749
25 803 -526
890 135 -768
750 607 562
767 375 -7
156 544 -572
239 624 -23
334 447 -738
358 865 730
781 718 247
632 777 -682
39 247 284
6 339 -917
492 303 909
796 572 -748
471 174 -432
375 240 -580
620 225 -109
166 351 -850
441 712 -827
37 729 -853
709 489 -448
131 587 -454
3 807 -384
369 638 136
767 810 -419
642 621 -438
826 190 -735
140 797 100
613 659 234
545 629 -200
169 714 804
556 451 -915
161 327 -982
85 296 -340
820 274 -347
263 557 -326
406 436 827
200 554 -878
460 152 622
714 232 47
598 18 -745
252 818 545
174 688 738
10 765 -308
145 792 -70
723 139 980
885 193 59
648 432 -310
31 863 293
635 74 211
734 220 -59
227 337 -270
13 869 -356
522 74 361
223 194 -396
452 649 -900
137 29 474
113 530 -83
362 43 -320
835 667 -125
845 863 670
789 611 -155
151 461 75
19 658 -65
765 275 185
70 29 -649
544 349 179
340 398 -27
523 132 778
71 745 979
353 645 -966
663 720 -864
601 801 -88
806 2 598
531 832 984
444 424 766
239 750 -639
492 91 -744
442 583 949
327 154 906
12 620 -514
613 414 89
49 314 872
35 590 -607
17 868 -792
533 431 -214
393 585 -479
649 299 517
2 364 -957
85 474 -234
852 542 -520
95 821 -142
580 263 -748
803 574 186
439 625 48
548 229 -326
313 116 872
19 317 538
133 803 -823
45 181 -680
35 583 565
352 369 373
627 221 -481
255 422 -768
881 63 -157
667 807 -382
70 174 351
103 495 -712
96 403 816
235 345 -98
200 481 -408
687 640 423
130 381 -876
765 18 -948
284 420 -252
274 660 -191
702 525 652
707 632 511
539 44 408
552 706 -933
260 479 -558
510 436 298
100 874 763
666 390 847
469 784 -253
867 758 811
867 210 -519
770 794 -518
606 829 153
29 143 113
80 766 545
127 138 42
550 760 831
517 59 13
776 871 44
614 190 -686
775 579 -405
661 730 49
246 434 951
709 296 -144
286 292 -471
573 584 -628
682 168 -786
61 300 -321
69 822 -211
344 802 -221
306 98 98
727 511 527
585 888 898
126 150 -459
845 24 947
581 639 428
319 770 -127
572 404 964
768 861 21
340 164 -656
659 441 -751
440 230 113
552 308 -447
128 136 -639
106 539 -328
587 507 464
22 111 -494
437 570 341
368 646 -195
613 659 -492
853 260 172
682 831 45
488 772 142
400 791 613
699 159 -379
662 273 196
517 159 594
736 727 349
383 630 -365
588 857 -375
14 673 816
423 261 889
473 829 -584
845 414 6
778 734 -129
501 376 -406
160 490 -495
244 369 225
19 561 803
859 655 159
749 22 -116
374 514 846
746 210 -481
295 215 803
736 243 770
648 46 -261
509 77 -907
542 170 -262
567 449 -290
265 484 437
751 816 -635
172 563 984
798 762 853
604 371 -176
258 486 -122
361 625 -409
43 666 448
598 542 -925
785 803 752
846 562 194
333 156 -595
654 340 478
752 32 -43
244 118 -191
261 741 918
251 611 983
792 76 -272
628 510 839
8 125 223
717 164 226
160 712 656
635 467 -577
772 544 -333
888 691 -935
604 257 -498
741 753 -446
562 405 756
672 322 -420
850 697 -603
343 584 341
436 702 497
40 584 -88
119 185 -357
149 89 985
597 195 -392
771 670 882
52 83 485
416 506 -834
686 247 -622
171 530 -841
754 261 -291
156 269 364
699 181 536
831 882 206
508 837 670
626 566 -65
940 958
912 896 421
380 795 -552
12 32 -290
290 711 784
141 645 922
728 454 753
207 734 -239
407 722 654
433 663 -196
270 315 -851
907 339 965
161 584 915
707 340 757
762 245 -124
55 63 853
178 218 867
707 413 -786
530 346 -695
316 526 593
60 259 26
391 50 -308
85 668 995
711 741 -240
461 448 762
446 894 906
146 686 -698
93 553 660
298 218 -944
190 837 -997
883 688 -428
546 769 219
894 691 -46
230 723 525
86 843 -13
577 683 -185
488 242 -210
631 470 762
357 288 -876
293 152 -674
493 619 244
595 66 -936
938 611 581
817 232 -518
269 919 -436
496 40 -775
323 909 0
296 55 -668
381 309 -558
164 9 394
266 310 687
227 925 -215
893 326 943
466 90 768
846 912 299
447 399 457
560 558 728
414 661 -813
863 403 -155
881 844 -168
866 205 -889
796 347 773
457 703 417
928 880 886
87 130 -56
278 898 7
136 236 313
706 660 935
362 431 579
663 58 -860
651 849 208
183 291 -431
201 499 108
46 360 -638
668 489 -533
497 730 -794
110 779 -36
67 210 -96
220 174 122
885 566 -201
678 777 -202
271 183 509
828 862 -896
868 33 -149
861 262 -770
756 668 851
74 204 642
385 81 491
288 384 526
752 52 -36
554 822 -367
541 900 490
154 532 -987
309 741 -648
151 313 813
881 925 -186
562 332 -672
382 335 823
591 443 -935
725 643 -954
374 639 7
208 738 -845
300 420 -113
412 517 78
842 511 -587
904 857 604
510 504 194
266 931 118
608 54 -156
18 745 -335
131 82 848
74 563 -875
537 331 959
445 296 -812
937 440 867
156 872 323
776 885 -223
508 663 -26
196 449 327
882 778 857
222 520 -639
174 746 -63
270 938 -6
220 359 275
345 775 344
112 386 126
93 713 -389
259 384 -668
34 666 994
740 452 -729
431 437 -464
565 540 -418
797 372 129
112 95 404
374 802 528
21 842 738
354 609 -437
407 779 -586
3 678 28
901 619 826
505 213 973
670 933 322
360 675 -432
735 333 -345
881 565 -598
366 830 197
382 655 -887
457 705 -387
748 758 -484
173 670 319
447 583 -523
155 912 -211
392 482 931
162 871 110
347 390 720
750 861 -41
218 435 885
256 796 988
612 517 -979
285 562 510
81 620 145
470 860 -700
332 748 -31
293 180 -355
60 107 -963
547 299 -743
805 5 -737
920 489 365
417 288 892
164 81 171
786 68 -858
892 517 -955
415 936 -283
621 93 326
262 404 361
711 631 -859
903 924 673
557 867 -237
525 918 535
443 575 757
167 35 -718
657 164 -826
449 475 -212
904 768 -214
117 906 263
197 66 -694
311 98 -353
89 251 -769
249 588 837
642 117 190
363 891 -333
715 810 -142
46 175 393
197 112 -358
927 448 -863
269 19 285
348 483 993
79 110 23
858 326 356
139 446 790
829 705 -374
118 861 314
721 240 -631
831 29 -611
232 586 -801
556 664 590
698 159 -548
579 246 268
721 660 700
448 882 89
537 908 377
856 765 210
611 495 -424
122 431 -933
74 180 288
795 459 -889
701 436 -815
247 431 963
370 185 -138
921 652 784
841 578 -758
118 291 -581
618 791 653
620 396 810
168 25 -246
182 766 -700
894 77 642
628 376 -591
841 334 202
253 134 807
458 28 656
559 482 -86
483 830 916
709 83 306
52 131 -178
897 793 782
840 537 901
194 293 -456
874 760 -737
616 633 -28
516 178 800
443 42 670
60 46 928
599 595 635
706 901 919
253 286 -206
848 147 -902
889 260 81
66 355 -583
290 277 477
398 920 442
119 771 261
152 105 -109
572 470 683
97 517 484
660 841 -884
81 190 371
799 414 -369
276 309 -67
461 497 268
34 71 -848
850 199 805
467 925 431
26 564 634
208 84 40
479 221 823
840 399 441
529 30 -685
684 430 626
648 527 -629
408 768 205
509 875 298
348 292 903
213 864 -280
395 815 -484
443 21 701
463 132 -328
490 540 -314
191 575 308
677 334 641
216 86 -827
588 479 901
409 717 243
562 300 100
579 258 -866
427 506 289
28 274 -397
840 614 -925
153 927 -14
787 677 529
67 829 -222
730 228 481
791 767 -794
335 697 85
268 188 282
446 27 84
547 443 -120
165 610 -686
48 561 124
55 662 -8
201 712 -797
518 35 980
615 535 618
220 852 -641
631 330 -931
386 149 300
232 344 522
33 143 24
317 22 874
755 878 -665
139 586 -740
280 434 500
875 935 142
898 27 -43
747 739 90
555 283 -57
176 923 418
616 849 -501
610 389 978
919 615 -324
805 370 200
190 217 -855
765 578 450
15 219 811
699 255 29
515 795 539
828 5 -961
875 276 -560
281 544 -674
825 830 -586
512 730 -25
704 903 598
447 50 251
599 906 -307
861 846 144
922 379 -456
223 899 729
778 511 -622
451 559 688
527 376 88
55 840 -947
776 364 -802
99 377 -645
439 861 -698
364 727 896
102 835 926
841 17 -391
752 128 -588
124 698 -931
82 818 -78
868 861 984
45 662 -609
574 637 -702
35 228 261
485 529 -757
870 695 -476
303 300 87
493 528 344
859 532 -25
291 328 145
734 793 -598
503 696 -966
203 104 305
268 156 615
632 420 850
566 84 -453
592 233 -357
891 546 -216
717 169 -178
381 459 -3
142 105 240
783 360 562
884 615 -711
409 109 -389
908 190 588
255 304 927
905 774 102
621 126 41
228 248 -9
154 182 273
660 504 626
695 133 237
340 267 47
816 606 -388
258 111 -624
655 492 -394
644 344 -161
878 343 718
856 210 -256
1 17 849
242 24 979
280 431 -726
466 684 -655
630 331 -809
690 16 -189
819 112 446
612 656 -464
64 122 955
199 571 259
856 492 694
759 601 -313
187 933 -858
292 924 -947
642 694 391
355 842 -387
665 184 -572
534 573 -907
333 144 337
108 614 367
872 43 990
150 342 859
852 97 691
283 105 -29
733 653 -300
735 763 622
487 862 194
23 340 -734
766 540 410
75 595 -616
874 599 -710
931 691 -439
828 54 550
584 370 -9
743 426 987
820 497 -394
507 778 -971
643 169 916
259 386 302
794 529 229
665 826 -258
164 225 -416
595 380 -265
521 268 -775
297 757 -133
31 906 -835
68 897 261
239 770 -126
716 820 611
844 40 -518
431 5 -577
413 476 221
469 114 -440
630 411 387
509 883 698
243 195 857
817 471 -348
291 811 -28
660 620 364
515 580 982
543 329 -515
573 523 -803
272 928 685
512 96 600
298 249 732
852 506 477
318 654 -363
49 18 494
154 337 -30
319 737 746
685 751 -143
799 708 316
597 838 333
307 449 -810
918 69 804
510 453 144
661 625 -691
330 272 -534
329 645 243
250 117 -881
155 788 646
74 839 -512
41 337 -186
754 475 881
578 361 -150
796 516 -23
556 65 756
871 848 -924
834 823 -424
257 269 50
792 814 776
122 335 -869
394 775 145
267 763 338
217 384 224
185 232 282
571 325 -1
250 110 324
269 302 202
678 12 -854
569 907 -534
535 125 -437
338 871 -918
23 160 827
842 788 687
734 369 -69
486 391 -977
663 535 -543
676 82 -40
754 684 -180
817 714 -974
387 656 -114
74 268 -855
239 616 -21
493 675 -721
199 315 -695
90 328 -18
52 204 793
188 510 -806
668 670 -999
372 403 -686
806 180 -810
250 409 -863
835 135 -595
531 644 -469
24 625 -869
910 701 -537
157 166 504
508 846 774
175 867 272
895 777 887
752 803 -293
316 787 815
326 581 534
135 445 -960
631 793 -763
83 218 -361
496 76 -166
909 914 905
309 902 806
678 693 566
735 238 597
249 373 -884
339 712 472
28 232 -604
772 315 -912
279 366 398
447 5 -537
817 11 -195
853 180 379
744 548 -227
494 623 205
630 550 -598
825 377 -458
912 427 -12
879 665 -149
39 51 793
870 217 -896
519 380 391
783 113 831
411 6 -481
306 194 -156
302 131 824
290 653 -378
665 892 869
258 938 401
92 931 -274
633 315 -448
269 791 -151
191 93 -562
534 629 660
58 627 -106
19 61 -795
873 267 -762
469 557 -889
233 310 335
450 491 160
41 579 852
602 305 -185
13 432 -594
892 295 -124
626 426 54
259 559 353
330 760 766
596 201 785
756 936 544
424 626 -808
847 485 -584
607 76 153
706 95 747
714 172 43
136 315 -637
336 726 241
70 76 244
713 486 -119
111 120 -603
140 907 97
853 936 -496
195 696 -231
214 362 777
31 88 -444
714 632 296
835 117 305
499 588 888
318 562 -303
74 647 693
98 394 880
234 883 -434
59 166 833
701 757 -556
3 601 -777
539 681 -63
56 311 -518
656 515 -572
857 575 339
374 315 354
623 406 988
674 684 -579
726 540 326
868 751 68
895 293 640
43 304 -604
915 465 -258
816 562 897
305 500 -487
293 800 19
483 605 -415
468 733 574
592 935 853
330 796 -213
820 140 -2
241 139 -966
626 585 90
887 208 589
258 868 -334
493 35 -978
787 133 704
847 511 302
804 717 -291
252 672 823
868 531 -587
207 657 532
792 895 96
894 840 -52
907 428 -744
774 86 488
44 921 -194
668 102 696
877 684 -604
830 737 986
426 931 496
284 874 -1
289 882 426
780 362 34
835 484 327
814 697 -23
239 368 958
14 488 -39
11 749 838
258 39 -828
591 773 -4
51 97 177
660 223 754
49 774 -381
86 420 -293
359 457 -9
514 928 -554
766 569 536
430 378 -46
821 285 165
417 915 324
644 932 -891
165 910 -937
300 749 -924
492 496 -404
162 304 254
229 478 -238
534 681 -291
702 882 905
481 385 900
347 671 -911
143 290 -995
225 550 595
832 346 383
638 744 -324
916 454 306
449 281 -471
344 3 260
680 352 305
72 526 -728
821 303 -341
315 493 128
556 447 861
674 627 -697
792 680 -683
60 124 -17
239 172 493
273 40 -146
584 655 877
908 474 -561
803 705 160
604 17 570
395 940 521
683 411 -790
634 311 850
918 9 -651
927 584 -510
80 182 -895
336 204 -311
174 218 281
537 381 -117
132 333 80
105 896 -426
906 649 -745
414 407 164
270 331 756
117 295 -372
262 559 754
458 302 -377
471 329 360
191 825 137
548 708 790
327 111 833
413 45 198
310 437 -604
803 491 -409
502 307 -420
319 382 152
826 500 -712
20 60 887
207 712 91
191 647 -830
564 360 833
755 511 30
813 187 3
354 850 -432
98 249 879
101 855 152
279 485 -341
863 595 468
194 69 290
728 890 276
623 41 175
678 212 694
456 576 573
689 926 426
669 70 17
925 886 -160
939 565 -970
588 917 -228
788 555 236
277 831 46
25 501 -352
932 93 516
688 465 -501
850 341 -357
178 311 -448
70 30 398
802 218 584
538 560 21
569 848 -34
306 898 -313
203 677 58
770 222 635
558 479 -258
123 137 271
614 723 -449
813 909 11
649 497 -624
758 505 -327
789 2 -462
680 843 -774
651 147 926
724 50 838
776 869 -75
581 775 695
448 262 -853
147 911 -858
94 10 -631
195 626 -434
862 806 -247
534 492 173
204 240 -634
485 276 162
569 109 666
254 731 -314
115 449 -326
762 719 372
357 895 -12
274 157 -632
935 539 579
896 932 200
561 768 -100
688 147 104
492 649 940
458 554 924
709 815 -869
498 169 -916
290 306 146
489 59 879
27 156 -359
702 794 -957
295 365 -931
739 508 -933
240 446 -85
115 864 586
404 749 489
87 466 -474
13 221 -815
209 625 823
607 416 -503
903 509 -365
931 28 -105
616 176 -887
329 711 26
162 446 495
682 557 624
90 127 185
733 627 -221
192 273 55
334 520 655
808 187 -649
45 122 752
672 880 636
855 695 64
405 443 907
863 490 829
280 574 423
633 269 963
598 173 -626
476 737 -600
271 207 338
554 311 -823
153 611 -183
208 560 325
548 596 377
644 725 -460
157 518 618
745 306 249
935 364 0
740 404 -648
530 619 919
567 835 -580
199 585 -308
199 575 -532
573 314 -817
216 376 478
51 757 979
670 468 -437
878 217 -481
123 935 62
665 757 -940
927 679 510
875 545 753
766 880 508
624 754 -286
323 446 -592
520 746 781
60 305 735
634 207 229
677 756 -208
590 188 756
265 95 171
35 770 -411
584 378 231
496 439 -142
747 419 470
597 789 485
120 28 459
928 731 -52
935 819 897
345 282 642
332 368 213
412 543 474
797 365 183
484 20 -275
135 33 274
516 727 -723
236 223 172
769 488 -349
475 393 615
136 684 -227
131 241 543
410 223 -479
296 27 -19
209 251 483
432 9 -310
503 805 -311
1 613 -795
91 107 670
361 9 820
864 362 8
364 160 332
590 392 456
677 541 -303
362 919 656
86 560 -759
427 911 961
476 655 873
264 634 -431
675 540 -686
171 442 -918
482 697 -133
689 337 557
105 242 754
175 195 268
482 866 -981
523 217 -720
207 353 351
553 143 -984
666 572 225
77 660 -891
117 133 775
744 796 -961
120 285 823
652 231 -433
206 239 -849
85 231 -530
695 55 -911
5 362 983
163 249 862
378 932 72
618 59 -389
845 77 -147
793 454 -297
742 258 465
353 737 -803
264 251 168
384 378 328
614 429 401
462 367 914
282 939 -487
198 204 470
195 620 -126
728 570 -751
296 380 -460
892 633 440
653 652 470
930 394 280
781 843 410
465 259 -137
241 305 -761
404 152 -322
167 896 -913
43 446 860
852 309 850
433 189 -910
542 581 -998
528 642 570
886 365 -505
480 264 -809
34 239 735
903 549 -404
520 528 -266
320 358 -305
461 661 -394
107 722 -60
22 596 464
388 10 987
455 927 512
577 697 670
299 433 -262
28 200 520
241 736 -648
49 722 -42
277 788 -106
332 922 927
163 591 972
82 812 -887
820 539 581
939 899
255 212 -452
590 264 1000
344 828 -157
269 9 -866
739 750 -914
702 312 631
600 758 -479
302 212 -551
800 801 835
628 629 -844
855 476 473
564 17 -345
190 132 703
842 915 389
457 360 450
410 932 -903
599 619 -183
526 289 -648
6 536 -738
284 221 381
427 783 750
525 629 -869
785 416 240
52 195 446
433 736 -86
353 711 -171
162 423 -931
846 86 -609
829 723 -285
56 394 -446
3 465 -302
268 366 963
828 239 939
159 282 -338
168 908 775
220 308 61
266 285 -846
607 653 644
858 671 -461
817 266 722
376 283 563
885 373 537
694 286 -866
885 486 242
716 604 191
648 826 934
790 545 854
334 637 -787
229 336 359
121 649 870
586 806 137
851 874 -418
880 275 742
499 613 -512
358 77 967
754 446 -140
461 22 300
881 476 708
39 228 -625
674 135 -474
377 129 4
181 644 721
641 817 -177
8 73 -672
365 815 -128
86 530 -836
789 156 -221
331 548 908
301 443 644
151 75 -453
274 348 -912
454 91 182
300 346 -859
558 576 11
106 327 273
316 279 -868
899 652 222
416 292 -257
561 879 835
225 196 9
766 346 345
834 862 954
385 87 330
492 107 286
499 222 321
479 236 878
178 374 111
887 677 -509
628 761 157
523 402 -88
519 520 672
524 368 -832
40 665 -278
579 46 -664
337 17 773
899 509 -280
648 780 639
169 498 123
462 643 530
127 121 -414
145 574 -201
794 593 476
232 530 -416
914 367 755
663 273 198
452 707 404
636 374 896
809 375 484
721 22 978
3 150 622
146 110 912
402 372 -353
322 843 320
160 206 830
116 603 -404
145 103 -773
243 303 -376
503 847 -565
194 546 280
194 396 202
696 96 -689
881 365 -768
371 45 -921
304 652 -464
931 634 -741
882 791 480
294 406 -259
210 512 656
561 48 -707
31 376 -119
410 15 -341
32 711 356
350 264 -904
612 164 -617
123 812 445
610 332 -901
704 231 731
652 430 331
180 709 561
678 759 -375
626 934 -507
453 264 759
111 722 982
124 692 75
719 844 -965
174 739 792
456 269 -13
889 91 -772
702 51 226
799 389 424
864 716 416
648 62 -137
399 660 -936
254 96 938
37 800 -818
643 275 223
98 907 -394
84 644 441
688 170 862
885 635 829
380 774 -949
742 45 -977
660 330 -150
443 675 -201
456 569 -700
477 670 477
771 623 -723
423 288 -82
792 557 -370
92 522 363
787 30 159
