19

960 959
354 311 -797
128 653 -346
484 492 215
484 423 -507
213 674 193
675 466 481
164 598 -341
302 892 -804
81 747 -512
696 129 -757
275 445 729
260 662 -15
380 331 162
702 542 202
178 503 985
827 47 -531
682 102 -606
199 161 575
285 694 675
327 624 -980
744 585 303
427 20 -791
533 574 331
356 34 -819
728 105 712
255 55 892
545 243 592
643 704 -828
205 51 231
867 29 -184
556 421 -785
201 346 357
612 57 -120
347 879 766
762 76 -395
581 531 346
476 723 564
598 325 -177
458 610 120
37 419 -132
764 741 14
156 108 -318
880 467 -546
896 457 -368
394 794 620
192 166 248
899 324 -945
854 495 96
386 717 976
480 242 -853
469 794 -333
142 505 -684
19 352 -823
628 131 -825
770 709 -654
535 105 12
225 417 -305
139 600 413
77 231 -516
493 871 -235
136 515 -53
231 478 -827
64 607 90
614 621 364
439 744 797
737 810 223
478 477 -310
589 286 -827
280 66 392
896 657 -377
431 439 52
57 6 573
341 584 644
897 742 717
74 351 944
188 55 -463
102 381 -220
533 233 -857
333 198 -371
239 887 -483
600 287 637
436 787 -500
669 537 996
99 713 236
788 520 -451
422 885 443
205 61 211
364 7 -742
637 293 -802
884 281 -512
754 445 17
12 60 -746
760 45 -278
641 572 555
884 208 -975
56 675 -901
851 859 -663
781 609 858
582 863 346
749 638 -971
833 26 -36
580 398 145
216 707 -675
251 739 -37
85 705 -212
788 542 569
874 100 838
727 899 -253
279 434 930
224 772 504
130 211 19
823 354 296
281 505 -716
863 614 80
860 784 -990
182 422 396
359 498 -709
98 529 -604
47 216 -759
416 393 808
880 62 -813
535 640 -140
203 521 276
826 172 571
138 742 -794
24 273 -770
711 573 410
284 503 105
407 693 -936
22 96 335
782 826 323
740 758 88
505 322 87
620 752 661
24 352 426
588 454 85
557 818 -867
729 687 432
200 893 -722
192 184 -744
435 97 923
442 338 -416
530 415 -854
666 694 818
84 196 788
16 831 492
344 557 939
16 112 562
422 870 -553
295 538 -969
742 581 709
103 365 727
175 836 917
785 160 -781
682 275 289
710 410 21
85 139 -787
592 636 -773
260 57 -54
876 897 -568
485 354 351
750 62 481
420 135 -766
327 684 -809
566 716 -80
234 631 -294
526 468 234
750 465 -796
708 405 -901
197 437 -333
717 584 514
497 321 549
59 749 834
492 489 -660
274 160 800
213 715 -32
47 669 -523
302 118 554
475 240 397
436 536 -489
775 738 -803
191 23 -869
697 176 447
37 639 -125
223 116 833
16 466 -215
274 269 989
375 727 688
477 686 69
153 117 -896
511 695 690
799 549 517
778 399 825
492 157 -637
340 517 326
799 231 652
398 756 961
382 426 764
329 428 807
172 359 970
794 764 -953
256 680 -452
108 199 544
406 533 -599
40 670 -69
165 143 666
337 227 214
409 650 -198
113 523 856
569 166 330
475 666 471
640 502 430
157 567 950
670 494 660
197 689 -125
449 797 -809
128 860 13
233 217 -275
589 822 -320
378 45 359
188 329 511
133 451 -292
355 281 27
564 792 -600
103 704 -969
521 260 -652
641 110 -947
48 141 810
128 481 -385
791 272 -787
180 429 -46
702 616 712
175 402 798
456 801 -881
300 41 -803
395 297 -534
225 847 681
615 236 -410
878 284 197
179 71 88
139 482 -210
128 622 231
893 892 -235
317 840 -232
589 571 214
600 734 734
695 96 -522
390 400 -456
416 103 682
802 632 -530
95 165 413
674 692 -391
772 692 8
193 869 977
185 476 219
394 210 -545
815 804 211
88 692 528
122 506 111
865 93 -596
45 663 932
318 854 -711
6 86 870
881 855 -263
180 752 570
239 631 337
787 379 174
124 168 -915
163 176 -187
610 122 -86
36 528 425
368 683 623
402 91 -567
754 4 -936
483 825 -777
263 375 951
506 267 960
188 422 74
616 240 -768
54 893 -686
430 581 637
618 414 926
699 400 -115
93 12 -623
865 829 511
398 699 -7
505 616 343
701 247 -953
146 804 988
70 276 -159
208 561 37
371 56 -701
380 561 757
426 244 97
655 317 -690
466 246 -779
848 567 -330
365 113 560
435 25 771
611 863 609
520 290 402
178 330 -766
342 516 133
264 868 -216
791 60 893
625 165 921
133 895 761
787 500 198
546 618 995
139 513 926
280 55 892
177 451 111
205 72 -423
848 484 -835
118 782 -863
25 626 -411
214 710 -527
553 774 331
670 193 -508
294 587 -259
501 220 -364
354 833 -341
635 529 -668
313 458 -951
655 262 566
51 243 918
743 503 685
887 715 -275
172 671 -711
159 659 830
163 191 164
402 803 723
795 890 -484
235 728 146
889 818 -135
733 355 906
632 551 -37
893 241 -906
448 592 53
862 721 -837
94 661 -105
317 291 -687
431 759 -832
488 360 -65
405 238 87
137 205 -167
278 126 694
776 773 390
885 868 -693
100 378 589
376 527 594
147 520 282
482 207 568
146 6 413
576 319 -980
646 770 83
380 75 350
476 214 177
85 266 684
29 254 839
181 477 540
53 741 -494
71 505 841
492 144 -211
720 221 444
287 451 -685
791 122 -150
757 531 -409
666 461 -134
237 511 -184
652 54 60
18 851 -896
312 872 -348
642 796 -885
336 514 17
533 808 -346
764 609 -905
126 727 -698
38 343 59
798 726 831
801 760 -146
789 210 13
881 471 -856
466 276 -263
595 526 -571
867 266 -605
862 460 -979
151 638 282
561 360 777
785 331 893
810 802 -543
768 312 -200
794 157 966
22 21 -467
884 110 106
525 606 -384
45 798 -190
132 181 -755
135 880 -206
655 329 -194
588 383 -301
869 597 944
815 350 850
783 401 -667
4 317 108
388 75 108
825 474 -872
471 602 -247
313 223 341
795 384 781
777 649 -859
208 34 544
392 333 -874
41 126 -140
437 201 665
1 590 653
835 328 -319
59 166 507
631 182 -93
568 696 614
178 255 923
58 723 303
645 416 511
568 249 -707
22 56 174
706 265 -427
467 348 -74
707 473 548
443 25 27
274 30 -289
75 110 -785
700 550 990
629 842 594
822 758 -721
388 819 -854
369 226 839
17 634 685
265 288 -535
643 716 -82
318 298 734
771 414 302
717 408 -327
188 62 -513
302 528 -691
27 118 359
419 21 -496
484 49 -775
804 696 614
226 11 838
621 710 159
841 481 975
71 8 -635
833 852 -198
771 628 -10
438 516 365
9 313 629
278 11 499
246 360 686
892 427 -736
683 465 -461
271 254 515
861 542 672
724 764 96
396 518 135
402 242 84
73 89 288
661 369 -158
158 466 -431
574 698 418
678 825 241
441 735 -591
868 714 -234
622 292 -86
90 517 -407
715 158 -572
233 855 762
453 450 -252
399 521 588
849 791 839
404 213 -31
277 785 910
836 524 769
214 124 -397
278 880 674
629 728 735
156 674 -831
723 80 840
626 705 -296
629 804 314
572 601 -138
8 712 672
265 264 868
865 281 -533
708 503 -621
784 865 -624
295 308 407
561 132 314
64 343 293
555 285 -943
273 656 157
483 653 926
849 279 -515
380 370 805
482 711 423
520 838 545
329 663 205
209 124 -330
36 806 847
213 244 679
211 523 647
203 469 -152
227 759 442
713 55 -420
215 371 208
530 572 -294
35 547 -541
248 6 -52
486 86 167
857 72 -874
544 683 -312
345 56 194
77 393 -582
526 430 -979
741 323 334
776 284 431
391 11 140
308 729 44
512 716 -578
685 300 346
847 864 179
437 573 483
592 335 -449
800 797 84
891 700 515
110 273 203
222 375 546
444 825 363
485 752 -403
125 507 803
697 704 -91
539 69 -738
860 208 -616
459 201 -870
861 53 584
71 717 -972
262 651 -282
272 301 -456
493 604 -816
315 822 616
838 819 162
304 806 722
672 732 814
453 335 -242
248 864 303
63 588 -97
1 331 714
111 360 614
375 529 394
131 395 934
159 423 -121
276 277 651
690 770 -197
176 704 896
215 590 -962
726 871 752
901 211 -838
101 149 -295
672 410 343
58 234 278
746 51 79
69 885 -989
841 822 -236
433 281 -522
863 204 685
757 198 -468
800 219 307
840 817 -559
19 64 159
653 28 569
86 337 -376
131 392 -585
387 763 423
713 317 945
843 397 128
91 17 -872
765 65 171
507 67 724
493 234 800
349 203 -920
785 14 -70
622 343 787
382 282 278
260 512 578
396 451 -152
337 706 -939
891 36 126
568 137 193
206 445 -151
529 620 56
373 169 -834
15 572 345
586 388 262
274 777 -240
329 103 -765
684 522 472
250 646 -688
337 892 723
283 626 509
589 675 589
336 140 286
319 610 -573
871 953
837 275 554
342 219 -633
459 699 -259
689 804 -233
805 275 706
822 793 810
841 871 -420
355 754 406
855 464 638
368 221 634
217 475 187
220 176 984
197 859 -239
127 430 -533
264 181 236
570 382 -607
704 248 -126
799 40 -249
518 436 164
322 15 -225
47 676 -626
445 542 300
323 427 -22
240 826 -896
355 868 288
141 289 -540
407 628 557
610 214 -965
63 260 787
840 666 279
792 54 772
644 89 900
143 663 78
788 191 -201
639 382 10
393 292 161
479 133 458
214 193 -443
236 432 -490
783 124 435
580 690 135
744 69 -339
620 649 -653
481 856 -282
600 560 -125
854 526 -697
212 209 369
33 508 -668
180 219 439
704 524 -765
350 296 -105
75 833 509
178 170 594
481 147 420
288 774 48
324 50 -784
698 663 -995
43 146 -883
391 664 49
280 489 -910
201 535 -501
772 748 -280
732 747 -368
493 400 86
582 423 39
340 179 -737
289 539 161
388 527 959
612 754 -660
431 557 -595
641 338 -935
721 593 -570
194 25 578
119 754 391
515 241 50
437 586 146
75 181 -601
431 301 -234
86 172 991
205 434 -926
26 588 257
506 558 -975
451 655 -199
92 687 -752
345 785 723
664 249 351
732 3 280
396 636 -889
615 548 599
788 240 -843
98 176 384
794 595 288
170 784 -626
21 567 -307
295 304 -555
58 415 959
699 156 -639
371 92 255
98 443 476
732 629 -171
802 234 -121
755 427 -933
13 357 249
567 71 460
700 651 -689
759 725 758
260 569 911
244 200 523
298 11 321
81 513 713
198 383 -143
644 422 -21
268 485 -621
629 548 -844
588 326 -492
129 542 545
745 312 100
638 560 -583
608 316 636
111 420 -259
602 201 122
647 69 668
413 431 797
145 27 500
359 60 999
513 299 -383
696 580 98
445 745 -325
382 632 457
126 331 910
313 665 -402
294 604 76
73 179 351
721 863 -883
611 868 455
388 351 -309
211 205 -461
399 567 -372
478 454 167
152 526 -273
430 342 106
195 677 838
602 215 -898
367 177 55
679 837 613
555 871 -719
828 535 462
483 652 -960
490 812 170
449 73 459
680 36 622
605 793 -603
775 255 390
30 122 -732
282 352 -755
149 535 -208
556 103 716
290 197 654
614 482 503
528 382 608
556 702 -99
514 485 -992
416 545 -624
547 642 660
173 497 -240
774 51 547
805 13 390
271 853 -665
837 433 833
163 799 447
252 519 164
410 42 846
528 600 108
674 370 -239
605 574 424
52 92 -328
150 334 581
59 447 776
792 648 915
614 43 955
35 592 834
336 123 -974
560 785 598
784 258 232
126 237 865
544 513 688
807 451 -775
620 223 601
527 781 201
570 553 -650
628 215 216
186 466 -750
127 216 724
391 253 -981
523 647 -134
504 646 592
654 653 -190
542 857 171
39 262 895
838 20 -16
595 186 837
403 667 719
772 255 970
29 664 201
87 26 736
713 660 502
314 218 -273
176 27 -823
673 463 666
131 120 221
294 78 -208
340 325 -271
111 853 -400
246 513 956
775 255 559
62 583 -879
25 135 34
331 380 -341
138 105 963
174 457 -159
118 642 313
365 523 550
102 193 -842
139 564 -223
714 56 -379
181 526 771
276 352 373
749 705 -236
432 823 -978
844 83 -745
513 810 -170
361 461 768
645 631 84
763 425 -259
523 530 621
316 154 -291
116 870 -2
784 701 -302
757 505 -634
578 867 702
597 123 341
209 822 -859
364 399 -104
675 685 -573
34 511 957
11 27 796
464 431 610
190 80 -445
677 397 908
709 759 -205
837 369 710
799 533 613
233 244 581
517 256 -898
423 377 -900
228 326 -392
362 126 -176
566 123 318
393 340 -875
749 201 404
30 692 214
118 508 -40
655 193 -674
861 573 -485
159 68 -125
278 794 -541
630 76 -870
776 173 743
355 150 955
351 809 -914
164 308 232
798 459 -10
715 757 -8
731 476 661
868 146 -899
585 299 675
328 653 -194
857 359 -433
439 185 464
423 12 -54
828 223 -509
38 398 -169
638 631 454
526 372 -462
144 842 -114
487 719 621
615 686 650
370 825 59
95 505 416
743 295 288
513 655 100
134 161 -866
436 318 -523
38 786 804
248 550 571
324 272 -277
68 145 672
70 310 -702
65 206 819
648 49 28
141 115 -8
336 374 -377
490 513 784
312 517 -345
582 444 270
43 137 -339
341 85 360
419 833 -116
713 431 906
111 22 -358
27 369 -432
346 148 39
671 586 -778
831 18 -862
207 144 -463
691 721 797
427 94 729
864 548 -886
303 273 75
564 246 866
81 495 376
700 537 -938
259 324 77
147 658 437
327 692 790
383 714 530
17 178 -181
610 130 -998
831 452 171
459 790 -246
507 858 297
122 462 718
92 221 -66
428 259 379
472 696 790
204 791 844
729 611 -990
38 471 -914
747 291 425
324 87 536
719 73 254
21 236 518
292 603 -748
800 104 -969
803 114 -199
573 858 -675
275 795 -7
30 477 -795
772 215 -399
745 513 731
597 47 -570
776 77 -326
601 471 -99
549 469 99
26 480 -849
286 517 -826
469 576 -388
149 95 -543
617 37 -8
287 611 497
255 117 -993
670 243 -913
673 61 441
179 84 -632
710 287 -691
465 84 694
683 14 -71
632 488 346
159 317 -699
292 768 -776
27 277 458
399 47 353
725 711 -791
276 194 -386
137 500 -268
249 853 -446
24 746 199
57 668 59
552 355 426
758 373 -63
354 42 -261
133 588 -43
582 80 -135
346 157 750
178 695 298
212 495 -332
773 565 987
110 426 985
831 558 -46
79 457 916
280 486 -728
517 490 935
441 238 -482
370 627 -837
784 797 225
761 336 -722
417 461 556
585 773 -715
805 749 -581
804 406 568
798 616 937
175 253 931
147 665 980
330 505 -634
783 172 -468
469 36 -299
448 867 278
120 326 -220
639 825 51
605 750 706
290 398 -455
83 611 655
430 532 446
790 621 228
623 733 186
147 793 80
21 551 992
810 549 68
100 128 958
822 345 521
699 557 -15
791 738 66
219 305 -866
386 492 -576
463 508 -5
790 473 -305
444 521 934
810 215 -345
497 224 516
591 129 -452
701 335 -489
592 691 323
505 708 12
281 205 -628
675 117 876
65 277 443
818 111 -412
495 412 949
773 254 945
294 165 -754
579 52 -815
622 511 934
600 337 -379
697 788 -243
402 803 -978
76 144 2
806 537 -30
27 595 -114
439 223 -922
393 266 -455
631 390 -276
181 583 959
523 593 428
706 317 -555
619 411 173
852 305 471
804 657 44
691 221 -384
432 328 -67
40 676 -781
627 702 1
214 385 22
156 744 319
402 139 -275
242 374 703
790 188 58
627 751 381
822 370 -861
706 721 -313
474 715 715
236 287 60
73 124 -478
236 185 -313
159 707 189
755 765 -765
801 29 334
577 678 -869
161 707 617
496 407 907
20 741 220
175 738 -753
497 179 -211
519 606 58
375 363 -86
688 225 908
516 751 -822
126 383 -789
247 95 815
236 208 -130
126 659 44
216 31 292
658 861 755
93 744 -562
700 479 548
643 799 -625
776 330 -967
81 372 -7
169 166 135
855 302 868
356 151 -253
461 249 -598
824 150 -728
480 260 -855
145 488 -670
770 369 -711
643 561 -429
630 164 -412
429 792 -7
95 237 546
550 436 575
764 387 679
784 461 817
82 143 -180
366 755 -317
546 98 -854
156 229 203
798 791 976
790 181 277
141 706 382
267 271 -590
696 611 -292
204 763 786
342 83 -318
579 371 -326
220 322 -545
206 605 -649
476 206 694
235 71 952
621 311 -965
586 162 768
84 353 -612
174 672 679
487 272 785
773 231 123
90 760 290
104 175 -960
409 205 9
221 492 321
95 140 785
9 67 -263
780 263 -478
451 742 676
160 73 -279
750 704 449
126 392 -388
26 123 118
668 177 570
16 76 743
836 701 -643
755 337 739
180 696 -808
708 215 682
398 827 -537
86 355 261
781 385 -666
330 632 973
413 682 -488
357 41 -604
654 93 529
410 440 -833
253 727 -304
300 117 580
272 467 843
476 678 -40
179 693 -357
499 250 133
46 85 530
442 513 -899
645 338 -106
122 159 -783
151 564 -424
100 609 -825
30 757 -601
182 214 -35
84 181 -627
771 412 -168
491 568 -579
302 387 -990
740 589 415
666 800 144
142 627 -118
454 616 544
446 648 -250
9 723 434
565 102 -750
485 445 555
558 573 33
557 717 -961
588 685 291
485 119 -130
322 86 -61
441 761 82
195 821 410
265 144 946
325 641 242
671 230 -290
693 48 -659
732 210 971
780 832 703
463 98 -401
825 690 935
848 316 -340
654 771 742
709 496 861
256 620 318
808 208 -995
617 496 -201
692 349 -44
53 849 925
22 748 -72
470 63 473
404 520 -341
720 843 -955
111 21 522
177 3 -284
189 783 85
238 160 64
379 33 168
427 675 -300
252 213 346
98 89 561
767 618 -160
338 671 -276
70 831 613
747 708 7
220 701 738
8 448 -963
740 331 254
241 299 193
115 508 -435
806 681 330
264 783 756
164 152 676
346 529 112
221 423 -541
20 30 254
424 158 -967
809 446 -892
357 223 -418
425 351 -411
114 721 -878
710 159 823
11 398 919
683 813 -309
804 263 289
752 76 -665
200 603 -639
16 212 -567
547 141 238
228 746 657
20 793 -97
333 285 -931
310 731 -730
572 400 -458
80 103 741
758 43 -87
423 224 -228
495 65 204
170 436 -348
260 169 932
356 309 -264
224 262 939
843 242 -696
58 386 -134
362 144 -238
63 343 53
742 306 -597
666 799 105
53 414 -80
166 104 -473
412 735 937
270 713 -726
552 325 90
210 361 307
269 420 -666
344 846 -756
736 79 416
246 123 381
838 700 789
685 842 -109
314 732 -852
666 447 155
781 746 846
259 171 -907
395 154 468
825 415 182
324 177 896
774 704 368
190 287 -254
602 199 -27
249 759 -160
200 371 264
366 677 839
210 834 -957
386 235 -647
403 863 -362
734 844 -705
716 699 -223
788 193 -464
582 456 573
567 866 -723
745 421 -886
130 187 -199
299 415 -288
91 403 -679
403 143 -1
544 184 197
756 271 265
835 391 -70
503 724 -809
48 555 -647
225 850 530
360 572 -793
300 227 612
228 779 -895
469 394 54
66 800 -508
481 183 571
317 513 -638
369 84 704
749 358 919
774 399 626
677 870 -165
301 353 153
401 364 17
419 307 -769
537 818 449
792 42 -380
159 405 356
398 435 423
11 599 963
417 356 343
669 335 7
462 607 403
50 510 -478
806 552 -763
196 642 -398
191 690 -126
677 512 -422
183 218 373
575 271 -504
363 169 -967
251 23 432
402 307 8
804 486 -468
75 784 360
712 116 404
18 800 -968
71 484 171
292 459 -797
480 81 37
801 312 592
677 624 -705
186 367 495
43 491 911
520 452 31
448 399 -338
758 322 -406
809 400 953
18 837 296
422 754 -27
325 432 -79
40 459 84
836 235 617
442 250 -29
161 6 -93
589 34 417
713 137 -537
816 603 -35
494 765 104
491 722 -217
34 787 745
18 731 -371
5 864 -266
246 821 -79
751 120 144
257 250 519
834 6 31
453 263 342
129 101 637
424 252 252
287 844 525
212 326 -930
131 291 -100
576 702 -976
221 308 456
692 564 815
695 631 -754
583 771 -540
718 416 619
65 83 -810
843 358 -58
478 866 818
678 165 -598
502 532 726
831 182 -635
265 859 -519
556 54 124
110 578 467
559 819 -170
392 554 -93
831 741 446
793 317 789
256 1 -265
146 260 271
679 366 800
574 4 -555
180 751 4
254 69 403
701 194 304
736 583 -771
542 191 102
252 517 -343
556 361 396
77 765 513
529 180 741
782 596 695
177 205 -510
248 537 998
694 288 605
312 74 86
255 1 -870
96 326 438
101 302 824
506 574 129
299 466 118
145 2 -718
164 179 798
292 797 -281
5 58 -214
553 26 -395
118 85 -507
675 40 -767
226 456 -197
641 417 508
474 256 -641
492 532 -680
85 803 583
225 434 -317
201 732 359
784 84 120
459 551 -393
257 691 -904
112 308 886
18 391 -244
688 161 90
251 621 -998
800 17 -673
249 291 769
385 864 617
832 585 506
46 98 247
738 838 728
759 749 -395
326 353 -358
422 8 -698
629 647 -157
115 147 -446
641 771 191
283 208 -809
722 373 -212
91 302 -485
339 445 -615
825 475 -633
85 322 -550
471 195 -52
88 215 -505
846 62 -988
824 256 36
830 22 714
795 337 -576
119 230 579
420 638 931
243 682 402
251 26 -675
35 861 -256
513 572 465
249 118 -169
223 621 -339
192 129 -967
836 255 559
295 115 4
726 642 -901
557 586 -147
769 686 956
41 415 -19
839 552 329
562 634 -361
182 566 -519
453 683 770
254 148 -510
419 741 774
689 334 494
570 677 665
506 226 853
476 689 553
368 39 593
392 771 796
593 871 766
511 34 -694
124 834 -610
459 64 -391
617 443 552
773 418 145
765 375 74
617 29 -391
130 100 496
215 428 -43
287 573 -188
731 19 -376
209 459 71
666 604 957
389 180 -944
441 830 508
153 196 153
266 136 -1000
110 103 119
232 643 819
298 244 -370
575 656 -414
92 550 -460
132 725 372
607 471 -502
603 17 46
549 632 393
89 535 415
807 364 778
747 831 123
785 188 857
641 513 287
725 792 83
672 401 867
678 80 254
636 225 -480
566 63 -66
595 368 -761
189 616 -898
312 395 -9
854 699 83
628 186 807
638 573 -443
663 189 724
853 502 249
744 109 -868
354 530 -196
116 611 -628
811 337 872
475 380 -526
325 294 861
718 274 -440
480 485 -443
554 51 -718
751 715 661
952 955
797 171 10
770 806 711
219 838 82
20 93 -21
492 837 786
574 259 945
697 868 -645
411 779 -362
418 576 -370
134 222 -998
816 681 673
441 269 229
843 221 988
944 665 -752
587 623 -562
85 647 479
453 734 379
79 558 -885
503 766 42
361 79 445
855 247 923
440 133 -605
633 767 58
694 680 9
49 688 -907
952 437 677
850 587 -724
240 163 851
238 660 469
755 650 -387
851 730 148
781 383 396
446 540 716
330 240 -442
308 182 -9
233 671 497
567 539 -571
597 721 -334
188 435 740
398 43 -858
742 47 188
264 594 -564
856 636 -929
361 909 504
359 849 505
54 289 714
293 719 -652
878 674 803
479 657 -112
28 355 260
686 254 218
589 23 -353
433 270 178
426 697 403
497 81 -605
214 210 624
946 509 828
386 568 52
869 415 -419
724 842 581
951 137 -676
58 540 577
247 929 495
380 212 -59
330 9 364
208 829 -694
798 434 -93
388 898 -385
453 121 -957
827 884 51
507 270 -346
166 648 -813
71 302 331
768 263 -87
474 437 -399
581 30 370
635 838 -315
423 816 602
139 561 -356
169 768 800
234 228 -890
298 50 525
607 452 -555
710 519 672
508 20 -963
133 29 294
162 95 -87
220 476 -769
819 458 525
805 146 -102
263 221 -397
494 112 235
787 910 -176
463 531 -323
11 873 -615
405 146 -657
867 145 781
520 870 -203
162 291 -517
22 545 -538
662 733 631
175 937 -877
71 270 -719
908 752 950
418 350 -572
845 918 746
693 500 -117
602 124 745
648 385 -923
907 487 817
307 14 -243
472 605 301
82 106 161
679 950 99
519 538 742
277 292 680
357 747 474
742 210 -161
92 574 -20
384 219 447
653 228 -118
76 569 -829
951 338 -326
263 562 335
516 499 -73
21 430 830
113 504 175
239 773 -421
425 422 -425
876 881 -702
758 42 -141
42 374 988
317 821 109
255 453 -115
736 365 675
899 583 506
471 868 -501
904 674 -885
207 813 -330
3 31 -224
472 605 -111
443 112 867
505 446 -53
692 628 636
370 306 -255
545 430 -731
640 327 -554
695 653 -76
688 921 706
424 624 -776
594 545 448
921 739 -484
47 367 -712
97 490 -842
145 78 379
427 929 675
680 591 -371
224 250 560
894 884 93
143 190 -491
679 184 -167
279 716 -99
667 608 317
929 666 -580
399 799 442
275 585 457
348 582 513
730 464 362
279 24 252
835 374 610
282 421 -423
724 79 -424
77 93 481
797 723 -203
719 200 -16
543 29 -499
283 776 -543
88 695 302
343 690 600
492 589 557
925 413 -914
499 256 811
402 123 -890
390 141 134
945 551 -955
359 4 -947
823 398 430
324 122 174
50 220 283
552 54 -536
659 889 888
635 397 927
910 354 -715
154 510 824
713 188 -946
71 534 670
454 495 182
10 596 -136
222 196 683
415 153 -541
893 178 230
857 48 156
635 648 520
871 617 -934
6 197 129
590 719 -851
373 143 -769
879 454 -723
505 286 -710
570 675 852
448 877 -791
2 402 226
430 423 -172
393 80 37
364 350 543
693 733 149
317 47 -615
7 805 198
146 381 15
817 193 75
728 486 460
745 879 347
248 139 -124
74 870 198
75 531 -913
559 774 822
146 59 121
725 287 -720
946 671 -139
251 782 -918
352 320 280
13 371 189
457 339 -951
925 479 -186
9 203 756
126 41 294
538 429 409
170 139 822
890 836 416
239 767 993
120 952 391
362 471 -798
136 543 -329
522 273 289
204 183 820
674 122 208
905 855 -373
368 782 -854
736 365 50
688 737 -139
905 323 -405
310 556 -418
1 540 -316
475 714 -715
51 926 432
377 209 -62
708 737 -258
396 77 -952
592 324 -44
467 405 -417
664 225 927
232 927 130
400 663 628
375 558 -365
261 800 721
709 279 -268
408 918 -797
44 786 864
70 741 453
140 715 452
211 618 93
276 121 -657
607 465 73
411 511 -870
438 531 997
472 631 322
71 288 118
376 330 439
307 276 952
569 339 -946
753 291 -209
819 650 -707
40 605 -325
668 814 -275
936 865 -682
921 197 -271
934 167 -511
609 243 -388
210 270 -339
22 304 -64
944 438 -646
71 209 488
368 8 822
836 913 -971
793 112 -595
637 609 900
149 810 -973
48 35 735
902 738 -305
35 765 -581
568 693 -982
130 874 -145
406 889 868
387 471 951
812 815 -709
371 869 899
757 194 727
222 921 -796
247 504 296
810 176 -884
501 584 119
269 503 -729
316 322 244
317 677 -306
595 611 866
551 756 713
759 139 -280
423 367 -822
103 346 -967
99 760 -122
751 488 -823
901 160 -827
909 743 868
606 470 -581
131 324 519
294 156 -145
765 627 -679
463 412 -673
230 574 -542
418 300 532
73 513 -270
865 100 148
558 51 -319
721 57 55
643 34 -64
845 466 -84
481 387 112
791 345 125
906 380 -576
308 485 975
108 584 -530
929 473 -422
405 370 -573
500 329 722
470 701 -254
463 103 717
152 359 -731
465 162 770
833 880 466
293 425 802
887 242 -973
806 765 623
744 597 374
84 205 895
267 616 -468
23 171 -349
217 382 -319
667 484 263
30 440 -789
713 294 372
33 401 -290
605 296 -296
467 584 -419
444 285 -405
361 384 347
918 212 -366
751 457 -859
237 16 327
79 757 -571
178 45 593
846 242 190
849 460 -597
436 777 -196
596 432 -364
292 208 730
665 9 -27
737 318 -667
90 656 -591
784 636 -392
681 702 526
49 731 917
919 144 -226
18 95 364
486 640 -312
327 555 696
187 225 -587
848 150 -158
299 418 -492
259 279 566
554 125 -224
256 543 -402
511 28 -121
729 911 -51
516 234 -704
606 840 804
483 710 876
881 844 -927
672 116 741
720 326 241
830 157 941
554 934 -447
716 373 -98
369 165 -904
501 166 146
210 356 983
868 852 972
515 48 -145
123 248 -275
939 928 972
899 95 911
391 745 953
401 144 -102
861 49 26
83 482 -437
416 886 -980
874 712 -395
451 371 -962
103 456 -423
151 454 -975
403 542 -578
878 823 748
679 326 213
815 870 -448
648 72 -338
136 692 -550
726 284 -629
286 909 -465
720 854 -663
95 343 -828
801 617 559
500 88 -1
690 516 -347
311 692 -629
546 481 -860
693 415 945
816 559 -853
170 212 556
288 290 -29
669 717 -435
521 907 372
116 343 -343
840 572 477
877 435 -432
806 412 -662
334 89 390
446 192 770
114 363 -206
667 871 366
202 512 947
870 8 837
243 26 -552
72 652 724
823 684 -82
633 832 586
704 661 -381
213 646 -366
217 247 -966
855 481 764
879 780 -684
663 464 -886
851 465 -169
201 41 196
604 132 -173
24 256 626
397 935 -739
454 474 952
666 716 -653
718 818 -738
763 404 -189
636 282 995
573 628 898
227 470 742
313 84 833
525 7 331
781 225 956
568 102 861
454 554 -692
272 513 -557
854 151 453
30 70 -339
712 329 -375
764 784 312
337 796 -132
893 848 -415
522 805 425
511 379 -737
846 818 614
868 827 -448
267 816 -773
680 569 -183
70 339 647
617 539 -493
360 901 -546
159 399 318
825 586 388
435 773 -606
263 903 -472
530 628 385
712 163 -96
639 715 111
104 291 242
323 73 -487
839 343 -326
720 834 184
104 626 -537
28 728 -530
903 781 932
860 45 -953
712 505 -885
739 46 879
56 700 531
268 860 -599
756 103 -529
252 862 659
141 730 -781
89 224 81
105 430 330
271 745 -749
578 504 -813
422 378 -588
649 569 432
278 653 -616
102 441 695
655 183 573
537 823 -830
478 656 -407
261 251 948
231 948 -578
145 342 -610
255 453 349
634 755 -157
360 273 -987
283 532 -913
349 772 805
311 697 -377
758 269 -209
544 303 -714
674 594 -306
948 492 4
825 874 -270
569 599 908
122 670 938
530 182 -125
113 514 -381
128 263 124
700 120 785
282 402 932
788 342 -940
781 61 -777
740 320 779
160 20 -529
584 10 788
570 688 -682
227 236 -371
111 4 863
771 368 342
858 607 437
172 412 452
400 466 -5
139 751 -708
875 671 -583
255 577 793
684 687 -273
141 660 126
741 360 917
691 544 826
839 757 779
188 750 -503
611 542 -731
12 94 -446
466 927 -819
871 430 96
283 257 398
69 742 -857
553 583 182
430 74 187
298 647 995
469 182 -966
589 177 546
618 119 -732
590 923 827
941 492 570
444 804 -957
168 499 -976
157 85 -208
449 597 -274
